LibraryID	CON001	CON002	CON003	CON004	CON005	CON006	CON007	CON008	CON009	CON010	CON011	CON012	CON013	CON014	CON015	CON016	CON017	CON018	CON019	CON020	CON021	CON022	CON023	CON026	CON027	CON028	CON029	CON031	CON032	CON033	CON034	CON035	CON036	CON037	CON038	CON039	CON040	CON041	CON042	CON043	CON044	CON045	CON046	CON047	CON048	CON049	CON050	CON051	CON052	CON053	CON054	CON055	CON056	CON057	CON058	CON059	CON060	CON061	CON062	CON063	CON064	CON065	CON066	CON067	CON068	CON069	CON070	CON071	CON072	CON073	CON074	CON075	CON076	CON077	CON078	CON079	CON080	CON081	CON082	CON083	CON084	CON085	CON086	CON087	CON088	CON089	CON090	CON091	CON092	CON093	CON095	CON096	CON097	CON098	CON099	CON101	CON104	CON105	CON106	CON107	NLF001	NLF002	NLF005	NLF006	NLF007	NLF008	NLF009	NLF010	NLF011	NLF012	NLF013	NLF014	NLF015	NLM001	NLM002	NLM003	NLM004	NLM005	NLM006	NLM007	NLM008	NLM009	NLM010	NLM015	NLM016	NLM017	NLM021	NLM022	NLM023	NLM024	NLM026	NLM027	NLM028	NLM029	NLM031	NLM032	NOF001	NOF002	NOF004	NOF005	NOF006	NOF007	NOF008	NOF009	NOF010	NOF011	NOF012	NOF013	NOF014	NOM001	NOM002	NOM004	NOM005	NOM008	NOM009	NOM010	NOM012	NOM013	NOM014	NOM015	NOM016	NOM017	NOM018	NOM019	NOM020	NOM022	NOM023	NOM025	NOM026	NOM027	NOM028	MBE033	MBE034	MBE035	MBE036	MBE037	MBE038	MBE039	MBH207	MBH208	MBM135	MBM137	MBM139	MHS226	MHS229	MHS231	MHS232	MHS234	MHS235	MHS236	MHS238	MHS239	MHS240	MHS243	MHS244	MHS246	MHS247	MHS248	MHS249	MHS250	MHS251	MHS253	MHS255	MHS257	MHS258	MHS259	MHS266	MHS267	MHS269	MHS276	MHS277	MHS279	MHS282	MHS283	MHS285	MHS286	MHS287	MHS288	MHS289	WFC023	WFC024	MBS1236	MBS1233	MBS1232	MBS1239	MBS1237	MBS1235	MBS1242	MBS1243	MBS1219	MBS1238	MBS1216	MBS1215	MBS1217	MBS1218	MBS1220	MBS1223	MBS1222	MBS1226	MBS1228	MBS1227	MBS1230	MBS1231	MBS1234	MBS1240	MBS1249	MBS1251	MBS1247	MBS1248	MBS1256	MBS1253	MBS1255	MBS1254	MBS1257	MBS1258	MBS1263	MBS1259	MBS1261	MBS1260	MBS1262	MBS1264	MBS1557	MBS1537	MBS1590	MBS1559	MBS1549	MBS1536	MBS1558	MBS1547	MBS1568	MBS1555	MBS1525	MBS1516	MBS1526	MBS1515	MBS1538	MBS1523	MBS1539	MBS1563	MBS1542	MBS1545	MBS1530	MBS1517	MBS1560	MBS1548	MBS1534	MBS1524	MBS1564	MBS1519	MBS1565	MBS1528	MBS1553	MBS1529	MBS1543	MBS1520	MBS1551	MBS1552	MBS1546	MBS1561	MBS1544	MBS1540	MBS1531	MBS1527	MBS1532	MBS1541	MBS1535	MBS1562	MBS1550	MBS1556	MBS1566	MBS1567	MBS1533	MBS1439	MBS1570	MBS1571	MBS1572	MBS1573	MBS1433	MBS1575	MBS1576	MBS1582	MBS1435	MBS1436	MBS1583	MBS1586	MBS1589	MBS1588	MBS1593	MBS1591	MBS1574	MBS1578	MBS1577	MBS1584	MBS1580	MBS1579	MBS1585	MBS1587	MBS1599	MBS1592	MBS1594	MBS1598	MBS1595	MBS1596	MBS1601	MBS1612	MBS1613	MBS1615	MBS1614	MBS1603	MBS1609	MBS1602	MBS1600	MBS1606	MBS1605	MBS1604	MBS1608	MBS1610	MBS1611	MBS1616	MBS1518	MBS1521	MBS1522	MBS1554	MBS1434	MBS1438	MBS1440	MBS1454	MBS1457	MBS1453	MBS1456	MBS1455	MBS1460	MBS1441	MBS1442	MBS1444	MBS1443	MBS1447	MBS1446	MBS1448	MBS1449	MBS1450	MBS1452	MBS1451	MBS1458	MBS1461	MBS1459	MBS1464	MBS1465	MBS1467	MBS1468	MBS1469	MBS1470	MBS1474	MBS1471	MBS1472	MBS1473	MBS1475	MBS1483	MBS1477	MBS1478	MBS1479	MBS1480	MBS1481	MBS1482	MBS1486	MBS1484	MBS1492	MBS1485	MBS1487	MBS1494	MBS1488	MBS1489	MBS1490	MBS1491	MBS1493	MBS1495	MBS1496	MBS1497	MBS1499	MBS1498	MBS1500	MBS1501	MBS1502	MBS1503	MBS1504	MBS1505	MBS1506	MBS1509	MBS1508	MBS1511	MBS1507	MBS1510	MBS1513	MBS1514
s__Bacteroides_xylanisolvens	0.33314	2.58727	0.55306	0.27637	0.19565	0.25536	1.42675	0	0	0.13507	0	0	0	0	0.26763	0	0	0.48315	0.38358	0	0.42625	0	0.37692	0	0	0	0	0	0	0.15574	0.24121	0	1.37259	0	0	1.94317	0.11363	0.66738	0	0	0	0.94254	0	0.20813	0.81597	0.71434	0	0	0.3471	0.36483	0.23972	0.5721	0	0.64407	0	0	0	0	0	0	0	0.5122	0	0	0	0	0	0	0	0	0.67285	0.13831	0	0	0.63637	0	0	0.25655	0.10048	0.15662	0	0	0	0	0	1.32525	1.53261	2.27761	0.33207	0	0.39848	0.17381	0.73152	0.66884	0	0	0	0	0.19381	0	0	0	0.1853	0.18506	0.18217	0.70847	0.94085	0.19099	0	0.39039	2.6701	0.3937	3.00236	0.93722	0	4.89058	0	0.13568	0	0	0.63803	0	0.15223	0.44399	0	0	0.12635	0.31964	0	0	1.43629	0	0.23549	0.4284	0.2099	0	0.5317	0	0	1.77777	0.95363	0.33786	0.10291	0	0	1.77545	0	0	0.2293	0	1.64007	0.58181	0.17507	0.25698	0	0.23545	0.31394	0.14153	1.08014	1.91315	0.87247	0	0	0	0	0.8301	0.23551	1.03641	0	0	0.5473	0	0	0	0.26756	0	0	0	0.34831	0	0	0	0	1.16354	0	0.58607	0.54708	0	0.25731	0.43709	0	0	0.10746	0	0	0	0	0	0	0	0	0	0	0	0	0.89517	0	0	0.12013	0	0	1.5883	1.40284	0	0	0.18709	0	0	0	0.11506	0.19815	0	0.7977	0.47163	0	0	0	2.15872	0	0.1165	0	0	1.04203	0.55678	1.94994	0.14258	0.45719	0	0.4771	0.17079	0.48975	0.63771	0.12443	0.28558	0	0.20176	0.17537	0	0.4929	0	1.86215	0	0.8712	0	11.17545	0	0	1.00698	0	2.07289	0.16829	0	1.12741	0.48648	1.17394	0	0.12055	1.99804	0	0	0.2704	0	1.23344	0.3755	0	0	0	0.38277	1.37358	0.7353	0	0.25532	0.59916	0	0	0	0	0.33322	0	0.46338	0	0.16483	0.22259	0	8.36428	0	0.20955	0	0	0.42837	0.16058	0	0	1.02904	0	0.82145	1.50396	0	0.20923	1.67226	0	0.46513	0.46344	0.54452	0	0	0.48724	0	0.13824	0	0	0.53112	0.11113	0.4158	0.60227	0	0	0	0.36752	0.12946	2.12877	0	0.79112	0.24052	0.30527	0.24012	0.13375	0	0.3493	0.33175	0.14426	1.03512	0.34107	0	0	0	0.17202	0	0.13259	0	0	0.30595	0	0.17504	0	0	0.36288	0.25563	0	0	0	0	0	0	0	0.3019	0	0	0.16915	0.7	0.14648	0	0.27562	0.27488	0.21281	0	0	0.83198	2.84114	1.27585	1.15447	0	0.54017	0.31919	0	1.75906	3.6718	0.38774	0.78624	0.17631	0.22324	1.00978	0.69278	0.57739	0	0.2882	0.42044	0.10724	0	0	8.33239	0.3991	2.79015	0	1.5065	0	0.49935	0.12091	0.27904	0	0.18759	15.84704	0.40159	1.00735	0.20469	0.13162	3.83039	0.81525	4.8722	0	0.22373	1.06697	0	0.25218	11.80164	0	0	0.21694	0	5.1267	0.7849	0.22527	0.25603	0.64355
s__Barnesiella_intestinihominis	0	0	0	0	0	0	0	0	0	0.26393	0	0	0	0	0	0	0	0	0	0.35399	0	0	0	0.15307	0	0	0	0	0.35577	1.16695	0.47568	0	0	0.44942	0	0	0.99687	0	0	1.4771	0.78959	0	0	0.86546	0	0	0	0	0.95427	0	0	0	1.06169	0	0	0	0	0	0	0.67351	0	0	0.31435	1.6142	0	0	0.59189	0	0	1.25394	0	3.65152	0.11831	0	0.40133	0	0	0	0.29419	0	0.61274	0.76108	0	0	0	0	0	0	0	0	0	0	0	0.65207	1.39222	0	0	0	0	0.28911	0	0	0	0	0.31274	0	0	0	0	0.83089	0	0	0	0.31867	0	0	0	0	3.13832	0	0	0	0	0.7043	0	0	0	0	0	0	0.13537	0	0	0	0	0	1.73663	0	1.66307	0	0	0	0.58	0	0	0	0	0	0.63832	0	0	0	0	0	0	1.25974	3.16836	4.90767	0	0	0	0.21524	0	2.77009	0.29135	0.34068	0	0	0	0	0	0	0	0	0	0	0.1253	0	1.62946	0	0	0	0	0	0.30491	0	0	0	0.45707	0	0	0	0	0	0	1.11494	0	0.16887	0	0	0	0	0	0	0	0	0.25005	0	0	0	0	0	0	0	0	0	0	0	0	0.22092	0	0	0	0	0.14541	0	0	0	0.12168	3.14333	5.96043	0	7.5876	4.45102	5.52764	1.11951	0	0	0	0	0	0	0	0	0	0	0	1.69896	0.44	0	0	0	1.74248	1.77881	0	0	8.60795	0	0	0	0.16994	4.21306	0	0	0	0	8.00075	0.57964	0	2.15512	0	0.85584	0.21469	1.24159	0	0	0.62696	2.99969	0	7.95183	0	1.42669	0.33657	0	0	0	2.05853	0.14458	0	0	0	0.12075	0	0	0	4.6247	0	0	0	0.18709	0	0	1.52312	8.26611	0	0	0	0	4.22815	0	0	1.92795	0	1.84995	0.23957	0	0	0	4.33375	0	0	0	5.32977	0	0	2.87077	0	0	1.7823	0	0	2.67606	0	4.80502	0	0	0	0	0	0	0.96808	0	0	0	0	0	0.53086	0	0	0	0	1.8844	0	0	0	5.97832	1.5994	2.943	0	0	0	0	0	0	0	0.80639	0.30051	0	0	0.6623	0	0	0	0	0	5.70466	1.52621	0	12.611	0	2.55024	0	4.1702	0	0.68687	0	0	2.84645	0	0	1.15143	0	0	0.77375	0.67464	0	8.2072	0	0	0	0	1.31593	0.1365	0.10816	0	0	0	3.52856	5.58422	1.05918	0	0.27132	1.961	0	0	2.09575	0	0.20542	0	0	0	0	0	5.97562	0.11548	0	0	4.49759	0	0	0	0	0.45808	0
s__Bifidobacterium_adolescentis	3.08683	0	0	0	0	0	0	0.50423	0	0	4.51853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15815	0	0	8.53794	0	0	0	3.72349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60283	0	0	0.12494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35363	0	0.11952	1.96948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20798	0	0	0	0	0	0	0	0	0	0	0	0.19473	0	0	0	0	0	0	0	0	0	0.10719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03584	0	0	0.6152	0	0	0	0	0	0	0	0	0	7.54152	79.64532	3.19397	0	18.41986	16.9212	9.01023	0	2.26863	0	0	56.47846	0	20.27084	0	16.45256	8.28575	20.04432	8.10417	0	2.42868	0	0.438	0	18.37315	3.0187	0	30.44944	0	15.06208	54.36135	24.1834	55.50173	7.85193	10.20656	25.91751	23.75156	0	0	0	22.65017	0	0.99089	0	10.94841	26.18118	1.91634	24.42377	0.83388	0	8.67946	0	1.08222	0	14.24246	0.73518	0	1.46411	0.95366	0	0.1418	0	20.24245	0	0	1.04038	0	0	0	0	3.89497	0	1.04447	0.29678	0	0	0	0	0	0.80698	3.8306	0	0	0	0	0	2.72872	0	0	25.69737	0.14478	0.70977	0	0	2.9138	0	0	12.81381	0	0.90946	0.16437	0.18736	0	0	0	0.21132	0.43654	0	0	0	0	0.34789	0	0	0	0	0	1.38076	0	0	6.02629	0	0	0	0	5.82034	0.294	0	0	0.60442	0	0.59462	0	0	28.60803	0	0.85531	0.26018	0	0	0.17281	1.704	1.02179	0	0	2.10393	0	1.69869	0	0	0.4125	0	0.21565	0	5.97184	0.20865	0	5.41229	2.14186	0	0	1.36678	1.69835	4.14002	1.873	0	0	0	3.87187	0	0	3.16193	0	0	0	4.43592	0	0	0	0	1.62847	0	0.61242	0	0.39571	1.53774	0.63893	0	1.63806	0	0.4397	0	0	31.10473	0	0	0.76672	0	0	0.13617	0	0	0.2136	0.88809	2.25773	0.12812	0.91113	0.33597	0.1213	0	0	3.33247	1.24125	0.86104	0	0	4.43545	0	2.47896	5.02059	0	12.26459	0	0	4.17205	5.457	16.81503	0	0	0.87547	0	0	0	0	0	1.02922	0	0	4.38091	0	0	0	0	2.38926	15.16777	0.32743	0	0	0	0	0.23562	0	0.45906	0	0	0	2.52171	0	0	0	4.5297	1.89665	1.26158
s__Bifidobacterium_animalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13134	0	0	0	0	0	0	0
s__Bifidobacterium_bifidum	0.53455	0	0	0	0	0	0	0	0.95193	0	0	0	0.1922	0	0.74167	3.20809	0	0	0	0	0	0	0	0	0	0	2.70163	1.15759	0	0	0	0	0	0	0	0	2.42405	0	0	0	0	0	0.63406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65936	0	0	0	5.24706	0	0	0	0	0	0	0	1.00117	0.82953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22446	0	0	0	0	0.27936	0	0	0	0	0	0	0	0	0	0	0	0.15041	0	0.49613	0.12268	0	0	0	0	0	0	0.86326	0	0	0	9.56158	0	0	0	2.02456	0	0	0	0	0	12.7543	4.36849	0	6.03838	3.76179	0	0	0	0	0	0	0	0	0	0	8.42632	6.25415	0	0	10.95875	5.65011	4.42103	18.31476	0	0	1.16851	0	0	0	0	3.53235	12.30975	0	3.01552	0	0	0.93058	0.76612	0	0.21682	0.59309	0	0	0	0.42731	0	0	0	1.13878	0.1127	0	0	0	0	0	0	0.2207	0	0	4.18602	0	0	0	0	0	0.75966	6.07975	0	0	0	0	0	0.63772	0	4.01054	0	0	0.33682	0	0	4.59796	0	0	2.6132	0.33446	0	0	0	0	0	0	0	0.82882	0	0	0	0	0.31221	0	0	0	0	0	0	0	0.49521	0	0	0	0	0.16367	0.93581	0.22423	0	0	0	0	0	1.59739	0.57797	0	0	0	0	1.0626	0	0	1.37871	0.94273	0	0	0	0	0	0	0	0	0	0	0	2.16908	0.11929	0.15376	3.36233	0	0	0	0	0	0.49996	0	0.41623	0	0	0	0	0.89127	0	0	0	0	0	0	0	0	0	0.42567	0	1.83752	0	3.21169	0	0	0	0	0	0	0	0	3.18675	0.47508	0	0.13275	0	0	0	0	0	0	0	0	0.21399	0	0.45883	0	0	0	0	1.94645	0	0	0.16102	0	0	0.23962	3.17619	0	0	0	0	0.12496	0	0	0	0	0.30323	0	0	0	0	0.54564	0	0	0	0	0	0	0	0	0	3.02363	0	0	0	0	0	0	0	1.36709	0	0	0.46122	0	0	0	0	0	0	0.63814
s__Bifidobacterium_breve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.7734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2734	0	6.40811	0	0	0	0	0	0	0	0	0	0	0.46752	0	0	0	0.24683	1.466	0	0	0	0	0	0	0	0	1.9446	0	0	0.47718	0	0	0	0	0.2784	0	5.14069	0	0.17387	0	0	0	0	0	0	0	0	13.26717	0	0.18929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22019	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37228	0	0	0	0	0	0	4.24274	0	0	0	0	0	0	0	20.68669	0	0	0	0	0	0	0	0	0	0	0.73522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16177	0	0	0	0	0	0	0.10912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68331	0	0	0	0	0	0	0	0	0	0.18665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95339	0	0	0.23441	0	0	0	4.81022	0	0	0	0	0	0.61174	0	0	0	0	0	0	0	0	0	0.16591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bifidobacterium_catenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24912	0	0	0	0	0	0	0	0	0	0.10637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.48104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2175	0	0	0	0	0	0	0	1.15423	0	0	0	0	0	0	0	0.16922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11498	0	0	0	0	0	0	0	0	0	0	0	0	0.22909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bifidobacterium_dentium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67782	0	0	0	0	0.20501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74253	0	0	0	0	0	0	0	0.1442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06142	0.10447	0.10588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.09909	0	0	0	0	0.84117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14719	0	0	0	0	0	0.28619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12749	0	0	0	0	0	0	0	0.91151	0.87826	0	0	0	0	0	0	0	0	0.4327	0	0	0	0	0	0	1.37575	0	0	0	0	0	0	0	0	0.9974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11238	0	0	0	0	0	0	0.25275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bifidobacterium_longum	0.19023	0	0	0	0	4.46454	0	0	0	0.98129	0.68172	0	0.2041	0	0.16712	3.69926	0.24111	0	0	0	0	0	1.77238	0.14174	0	0	3.51329	0.86086	0	0	0	0.6183	0	0	4.13037	2.05661	0.26258	0	0	1.13778	0.44916	2.69965	2.38013	0	0.18725	0.3832	0.31647	0.70374	0.15229	0	0	1.00323	0.12912	1.09186	0.3711	0.51036	14.76064	0	0.59869	0	0	0	0.12306	9.96161	0	0	0	0	0	0.21466	0.60467	0.70462	0.82194	1.27664	0.1942	0.79788	0	0.12236	0	2.33744	0	0	3.83498	0.37777	0	0	1.53026	0.21949	0.28631	0.25891	0	1.43459	0	3.42897	0	0	0.3283	1.25124	0	0	0	0.14515	0.12226	0	0	0	0	0	0	0	0.12631	0.91695	0	0	2.23686	0	0	0	0	0	0	0	0.18241	0	0	0	0	0	0	0	1.45165	0.76291	0	0.13108	0	0.50312	0	1.04804	0	0	0	0	0	0	0	0.38403	0	0	0	1.22433	0	0	0	0	0.10235	0	0	0	0	0	0	0.21961	0	0.30678	0	0	0	0	0	0.19768	0.34484	0.88799	0	2.5092	30.77831	2.27935	4.564	2.43126	4.43146	0.90301	1.66864	0.60484	2.22484	1.3443	7.78691	14.87683	6.35193	11.32064	0	5.89396	0	5.0091	2.10281	1.49582	8.77937	5.57134	0.44313	0	0	23.57509	1.39107	1.52328	5.76308	0	2.22896	3.21754	1.05832	14.1414	3.33842	0	5.29718	0	5.63186	1.75345	36.09349	2.09673	11.15221	0	20.82471	1.03445	25.37258	1.55606	3.39362	0.12837	0	0.73367	2.70043	0	0	0.10494	0	0	0	6.31329	0	0	0.46804	0.24713	0	4.24972	0.18406	0.31649	0.19194	6.40379	0.58163	0.30111	0	0	0.52185	0	0.53872	1.19709	0	0	0	0	0.43929	0.50917	0.69758	3.12152	24.30403	0	0.16569	0	0	1.54428	0	0	2.08576	0	0	0	5.62328	0.34066	3.92481	0	0	0.86758	0	0.10429	0	0	0.16643	0	0	0	0.9166	0	0.60032	0	0.32898	0.17355	0	0.87226	7.77525	0	0.70532	0.41415	0	0	0	0	0	1.21317	0	0	0	0.61092	0.45673	0.20598	0	0	0.77505	0.23214	0	0	0.41687	0	0.32593	0	0.42163	0.21982	0.26792	2.82976	0	0.28763	0	0	1.13032	0.58016	0.6505	0	0	0.15735	6.36129	0	0	0	0.11689	0	0	0.16082	2.41928	0	0	0	0.31954	0	0	0	0	0	0	0.23189	0	2.19263	0.20665	0.5987	0.43481	0.17408	0	1.16029	0	0	12.00416	1.68071	0	0.40661	0	1.01963	0.1523	0	0	0.22937	0	0	0.14172	0.19259	0	0.16371	0	0.79163	0.53591	2.83541	0	0	0.12344	0	0.17261	0.83693	5.23321	0	6.67345	0	0	2.91611	3.63882	3.76265	0	0	0	0	0.15362	0	0	0	0.29449	0	0	0	0.87794	0	0	0.23643	0.68167	3.94319	0.10716	0	0	0	0	0.18899	0	0.33558	0	0	0	0.49712	0	0.17803	0	2.25762	0	0
s__Bifidobacterium_pseudocatenulatum	0	0	0.2564	0	0	0	0	0	0.13556	4.27342	0.11212	0	0	0	0	6.26916	0	0	0.93871	0	0.80193	0.21916	0	0	0	0	0	4.91572	0	0.25538	0	2.07931	0	0	4.4168	0	0.13388	0	0	0.13666	0.35124	0	0	0.28201	0	0.16354	0	0	0.25041	0.71276	0	0	0	0	0.14134	0.38591	0	0	0.73564	0	0.98804	12.66322	0	0	0	0.32483	0	0.40329	0	0.58965	0	0	0.51606	0.15673	0	9.30245	0	0	0.33946	0.56356	0	0	0	1.2605	0.55637	0	1.66454	0	0.43768	0	0	0	0	0	0	0	0.56447	1.51254	0	0	0	0	0	0	0	0	0	0	0	0	0.11129	4.04996	0	0	0	0.123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35915	1.43518	0.75195	0	0	0.58844	0	0	0	0	0	0.17473	0	0	0	0	0	0	0	0	1.86304	0	0	0	0	0	0	0	0	0	0	0.20872	0	0.14489	0	0	0	0	0	19.0615	2.78959	0	0	0	0	0	0.17006	0	0	0	0	1.41402	0	0	1.93903	0	2.37538	1.59777	0.18702	0	1.00303	0.75601	0	2.67881	1.71924	0	0	0	0	0	0	0	0	0	0.16111	0	0	0.45149	0	0	0	3.65478	0	0.59636	0	1.46321	0.37857	0	1.24271	0	0	0	0	0	0	0	0	0.84151	0	0	0	0	0.68274	0.41119	0.24115	0	0	0	0	0	0	0	0	0.63338	0	0	0	0	0	0	0	0.52322	0	0	0	0	0	0	0	0.13605	1.48087	0	0	0	0	0	0	0	0	0	0	0	3.0823	0	0	0	0	0	0	0	0	0	0	0	0.10493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12843	0	0	0	0	0	0	0	0	0	0	0.29102	0	0	0	0	0	0	0.17809	0	0	0	0	0	0	0	0.45057	0	0	0	0	0	0	0	0	0.47095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51629	0	0	0	0.2231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13393	0	0	0	0	0	0	0	0	0	0.22043	0.2505	0	0.24871	0	0.45961	0	0.36473	0	0	0	0.27716	0	0	0	0	0.61608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3961	0	0
