Index,CON.001,CON.002,CON.003,CON.004,CON.005,CON.006,CON.007,CON.008,CON.009,CON.010,CON.011,CON.012,CON.013,CON.014,CON.015,CON.016,CON.017,CON.018,CON.019,CON.020,CON.021,CON.022,CON.023,CON.026,CON.027,CON.028,CON.029,CON.031,CON.032,CON.033,CON.034,CON.035,CON.036,CON.037,CON.038,CON.039,CON.040,CON.041,CON.042,CON.043,CON.044,CON.045,CON.046,CON.047,CON.048,CON.049,CON.050,CON.051,CON.052,CON.053,CON.054,CON.055,CON.056,CON.057,CON.058,CON.059,CON.060,CON.061,CON.062,CON.063,CON.064,CON.065,CON.066,CON.067,CON.068,CON.069,CON.070,CON.071,CON.072,CON.073,CON.074,CON.075,CON.076,CON.077,CON.078,CON.079,CON.080,CON.081,CON.082,CON.083,CON.084,CON.085,CON.086,CON.087,CON.088,CON.089,CON.090,CON.091,CON.092,CON.093,CON.095,CON.096,CON.097,CON.098,CON.099,CON.101,CON.104,CON.105,CON.106,CON.107,NLF001,NLF002,NLF005,NLF006,NLF007,NLF008,NLF009,NLF010,NLF011,NLF012,NLF013,NLF014,NLF015,NLM001,NLM002,NLM003,NLM004,NLM005,NLM006,NLM007,NLM008,NLM009,NLM010,NLM015,NLM016,NLM017,NLM021,NLM022,NLM023,NLM024,NLM026,NLM027,NLM028,NLM029,NLM031,NLM032,NOF001,NOF002,NOF004,NOF005,NOF006,NOF007,NOF008,NOF009,NOF010,NOF011,NOF012,NOF013,NOF014,NOM001,NOM002,NOM004,NOM005,NOM008,NOM009,NOM010,NOM012,NOM013,NOM014,NOM015,NOM016,NOM017,NOM018,NOM019,NOM020,NOM022,NOM023,NOM025,NOM026,NOM027,NOM028,MBE033,MBE034,MBE035,MBE036,MBE037,MBE038,MBE039,MBH207,MBH208,MBM135,MBM137,MBM139,MHS226,MHS229,MHS231,MHS232,MHS234,MHS235,MHS236,MHS238,MHS239,MHS240,MHS243,MHS244,MHS246,MHS247,MHS248,MHS249,MHS250,MHS251,MHS253,MHS255,MHS257,MHS258,MHS259,MHS266,MHS267,MHS269,MHS276,MHS277,MHS279,MHS282,MHS283,MHS285,MHS286,MHS287,MHS288,MHS289,WFC023,WFC024,MBS1236,MBS1233,MBS1232,MBS1239,MBS1237,MBS1235,MBS1242,MBS1243,MBS1219,MBS1238,MBS1216,MBS1215,MBS1217,MBS1218,MBS1220,MBS1223,MBS1222,MBS1226,MBS1228,MBS1227,MBS1230,MBS1231,MBS1234,MBS1240,MBS1249,MBS1251,MBS1247,MBS1248,MBS1256,MBS1253,MBS1255,MBS1254,MBS1257,MBS1258,MBS1263,MBS1259,MBS1261,MBS1260,MBS1262,MBS1264,MBS1557,MBS1537,MBS1590,MBS1559,MBS1549,MBS1536,MBS1558,MBS1547,MBS1568,MBS1555,MBS1525,MBS1516,MBS1526,MBS1515,MBS1538,MBS1523,MBS1539,MBS1563,MBS1542,MBS1545,MBS1530,MBS1517,MBS1560,MBS1548,MBS1534,MBS1524,MBS1564,MBS1519,MBS1565,MBS1528,MBS1553,MBS1529,MBS1543,MBS1520,MBS1551,MBS1552,MBS1546,MBS1561,MBS1544,MBS1540,MBS1531,MBS1527,MBS1532,MBS1541,MBS1535,MBS1562,MBS1550,MBS1556,MBS1566,MBS1567,MBS1533,MBS1439,MBS1570,MBS1571,MBS1572,MBS1573,MBS1433,MBS1575,MBS1576,MBS1582,MBS1435,MBS1436,MBS1583,MBS1586,MBS1589,MBS1588,MBS1593,MBS1591,MBS1574,MBS1578,MBS1577,MBS1584,MBS1580,MBS1579,MBS1585,MBS1587,MBS1599,MBS1592,MBS1594,MBS1598,MBS1595,MBS1596,MBS1601,MBS1612,MBS1613,MBS1615,MBS1614,MBS1603,MBS1609,MBS1602,MBS1600,MBS1606,MBS1605,MBS1604,MBS1608,MBS1610,MBS1611,MBS1616,MBS1518,MBS1521,MBS1522,MBS1554,MBS1434,MBS1438,MBS1440,MBS1454,MBS1457,MBS1453,MBS1456,MBS1455,MBS1460,MBS1441,MBS1442,MBS1444,MBS1443,MBS1447,MBS1446,MBS1448,MBS1449,MBS1450,MBS1452,MBS1451,MBS1458,MBS1461,MBS1459,MBS1464,MBS1465,MBS1467,MBS1468,MBS1469,MBS1470,MBS1474,MBS1471,MBS1472,MBS1473,MBS1475,MBS1483,MBS1477,MBS1478,MBS1479,MBS1480,MBS1481,MBS1482,MBS1486,MBS1484,MBS1492,MBS1485,MBS1487,MBS1494,MBS1488,MBS1489,MBS1490,MBS1491,MBS1493,MBS1495,MBS1496,MBS1497,MBS1499,MBS1498,MBS1500,MBS1501,MBS1502,MBS1503,MBS1504,MBS1505,MBS1506,MBS1509,MBS1508,MBS1511,MBS1507,MBS1510,MBS1513,MBS1514
g__Inovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Kingella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Klebsiella,0.01054,0,0.251,0,0,0,0.52757,0.00457,0.2665,0.18294,2.05249,4.47228,3.7885,0.00417,6.56907,0,0.33584,0.00579,0.11692,0,0,0.29215,0.00373,0.04463,1.67349,1.29569,4.23038,0.06635,0,0,0,0.50536,0.78952,0.08804,0.0621,6.04876,0,3.28348,0.21873,7.71868,0.42671,0,0,0,1.91209,0.03895,0.01334,0.02646,0.23115,0.36147,0.00464,4.06525,0,0.54926,0.03753,0.10119,0.11415,0.00932,0,1.01277,2.47742,0.04978,0.30197,0.29291,0.24781,0.06036,0.03046,0.031,1.98622,0.61974,0,2.0887,0.23435,1.0639,0.30565,0.00634,0,0,0,0.24283,0.16779,16.97134,0.01168,0,0,0,0.40738,0,0.01697,0.54411,0.80399,0.00775,0.96642,0.00918,0.24507,0.20546,20.65941,0,0.93411,1.15255,0.07838,0,0.28007,0.05409,0,0.16562,0.0535,0.11108,0,0,0,0.12755,0,0.27704,0.46554,0.0632,0,0,1.55924,0,0,0.0079,0.28797,0.16543,0.26028,0,0,0.28134,0.11455,0.06464,0.0091,0.03565,0,0.03728,0.00492,0,0.27338,0.01566,0.20671,0,0.03798,0,0,0.03463,0.00659,0.01658,0,0,0,0.01447,0.2589,0.41014,0.97681,0,0.0543,0,0,0,0,0.01213,0,0,0.05484,0.11491,1.91679,0.71466,0.3128,0.01583,10.05269,0,0,2.36665,0.00547,0.7455,0,0.70106,1.07818,0.10926,1.69847,1.75765,2.90464,0.02148,0,0.01608,0.35608,0.03388,0.58532,0,0,0.36191,0,0.02012,0,0.04248,0.06989,0,0.11782,0,0.54811,0.38073,0,0.00499,0.18652,0.08476,0.00676,0.6098,0.16833,0.08756,0.24646,0.18693,0.02503,0,0,0.38794,0.00112,0.0046,0.14252,0.11154,0.0275,0.10008,0.27479,0,0.26122,0.51317,0.27202,0.20149,0.10922,1.05591,0,2.90206,1.89381,13.1173,0,0,0.0338,0,6.04135,11.52587,1.98018,0.52267,4.65761,0,0.24393,0,17.75915,0.08817,0.11723,0,5.32685,0.10691,0.02166,0,0,0.30947,0,0.1388,7.48218,1.17374,11.34033,0.18368,0.03293,0.08071,0,0.15439,0.09762,0,0.04988,12.15189,0,0.03787,0.04137,0.28667,3.96554,3.0547,0.02471,3.68189,0.43506,1.65662,0.04195,0.01846,0.84865,4.25769,0,1.15656,0.62658,0,0.83991,4.55647,1.18695,8.92774,0.08967,4.18816,1.49249,2.59903,0.05706,0.37124,0.11581,0.04418,0.13349,0.16308,1.05278,2.09924,0.39225,1.30827,0.27817,1.04082,1.42568,1.23389,0.06352,0.12957,0.01409,0.76177,0.07825,0.17791,0.04984,0.03364,0,0.04075,0.12287,0.01623,0.0152,0.04857,0.18774,1.37399,0.39108,4.16608,3.61598,2.54863,0.31704,0.39167,0.38383,0,3.22766,6.52888,7.36439,6.73963,1.88904,0,1.51671,9.01862,0.05369,0.02907,0.79191,1.9784,0,0.33795,1.56114,0.03421,0.28443,0.15469,0.0105,0.01275,8.02192,4.39111,0.02786,0.35431,0.71453,0.0923,1.1068,0.04021,0,0.96365,0.65372,3.86273,0,0.12468,2.71972,7.08785,0.11367,0,0.09233,4.42519,0.0951,0.06903,0.0252,5.07839,2.23306,0.02866,0,0,1.24849,2.2685,0.30881,0.02956,0.54104,4.11825,0.14433,0.16629,0.06126,6.58446,1.19551,0.11241,0.15674,1.86785,1.79031,0,1.35758,0.71995,0.19658,0,2.80412,0,0.02482,0.29023,0.04208,0.16259,0.23163,3.29784,0,0,1.02727,0.1343,0.12893,0.17007,2.41718,1.71955,0.36888,0,0,0.02021,4.06977,0.03958,0,0.07629,0.06481,0.18016,0.06685,0,6.50357,4.54426,0.32233,0,0.02934,0
g__Kocuria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08252,0,0.01501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Lachnoanaerobaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Lachnospiraceae_noname,2.69948,0.85996,0.59844,0.07312,1.25629,0.77701,1.09454,0.63328,0.88714,5.96409,0.07482,3.47935,0.07369,0.43268,0.15822,6.24682,1.59702,1.06055,0.40672,0.33575,0.4767,0.82749,1.00033,6.41386,0.01137,1.65312,1.20276,0.31219,0.1873,0.15813,0.32007,0.2329,0.72586,0.06689,0.52894,0.68043,0.66498,1.54805,1.0086,1.17218,0.83264,3.41415,0.03945,0.33949,0.04992,0.12452,0.00598,1.12467,1.42055,1.36075,0.56866,0.78451,0.53206,0.40698,0.51214,0.61302,3.34401,0.47823,0.13289,0.86376,1.77045,3.80577,5.28916,3.08684,1.01396,5.71764,0.06074,0.8433,1.64676,0.21622,0.69356,0.42006,1.01898,0.4039,0.30961,0.00152,0.36268,0.25233,0.6832,0.84158,0.32018,0.48307,0.12585,2.92718,0.23657,0.12225,1.03008,0.93052,0.32751,0.26384,1.16545,1.7791,1.41772,3.16568,4.32801,0.16305,0.38327,0.21313,0.61231,0.33073,4.02632,3.96798,1.43442,1.57638,5.90847,0.11906,3.49514,0.53663,0.73827,0.92018,0.22017,0.04417,0.13416,4.60855,0.85517,0.22901,0.95975,0.78779,1.59609,0.14419,9.2714,0.10163,0.35072,0.33247,0.0144,1.2378,0.61479,2.70663,2.1397,0.00397,1.28419,1.33894,2.10742,5.97195,2.00898,0.38153,0.63191,0.14999,0.27477,0.58016,0.29149,0.80532,1.11038,0.83474,0.41189,4.30803,0.66746,0.62391,3.95183,0.13329,0.48798,0.14111,0.72583,0.20016,4.15242,1.46035,2.61423,6.02305,0.77741,0.30482,0.45547,0.29734,1.14362,1.0183,0.02984,0.38659,0.63342,0.53158,2.69999,1.41093,3.5378,0.48855,0.21772,0.21836,0.05345,0.0194,0.1977,0.32814,1.88142,0.2753,0.28067,0.73752,0.16162,1.25186,0.3417,0.41947,0.14425,1.16899,0.24826,0.51574,1.60697,0.57671,1.62538,1.43005,1.07809,0.74545,1.72041,1.84181,1.16594,3.37383,0.57136,0.45548,0.36802,0.02411,8.00829,1.59997,0.08371,0.48446,1.13641,0.48082,1.5532,0.12746,0.30445,1.22392,0.5128,0.26032,0.07805,1.88519,0.13451,1.7421,0.6596,0.54551,0.11225,0.05087,0.07446,0.00714,0.19047,0,0,0.0215,0.3378,0,0.18562,0.01129,0.04203,0.03997,0.15495,0.05936,0.24566,0.19926,0,0.07107,0,0.30291,0.26425,0.0408,0,0.36492,0.09349,0.95514,0.50216,0.42637,0,0.1752,0.33239,0.01446,0,0,0.369,0.05657,0.29652,0.7843,0.29626,0.01676,0.75024,0.28551,0.0124,0,0.03695,0.16273,0.00098,0.10587,0.01849,0.01594,0.12318,0.17878,0.04026,0,0.02818,0.15442,0,0.01926,1.00317,0.30867,0,0,0.25275,0.11167,0.01009,0.01778,0.05332,0.14322,0.23636,0.48349,0.22467,0.01084,0.05766,0.25484,0.02303,0.03277,0,0,0.06862,0.10802,0.09481,0.20443,0.23977,0.06163,0,0.05343,0.28768,0.22479,0.07763,0.00397,3.24879,0.33223,0.26825,0,0.17667,0.00279,0.48641,0.03706,0.04933,0.28402,0.16792,0.89603,0,0.02407,0.02428,0,0.10447,0,0.17493,1.51402,0.12315,0.07338,0.04862,0.94182,0.40528,0.54183,0.05857,0.08519,0.01392,0,0.24143,0.00267,0.15642,0.19602,0.00117,0,0.08137,0.01731,0,0.02919,0.05376,0.76176,0.16847,0.01133,0.29734,0.12422,0.01553,0.02323,0.1225,0,0.00352,0,0.10262,0.13231,0.09825,0,0.13095,0.14116,0.02006,0.07423,0.42001,0.1112,0.08296,0.30287,0.03792,0,0.91423,0,0.16431,0.07234,0.06227,0.03517,0.35891,0.01785,0.14196,0.03372,0.26439,1.63231,1.63319,0.01601,0.00769,0.96992,0,0.29553,0.25133,0,0,0,0.1801,0.06357,0.54317,0.47071,0.16617,0.3481,0.02624,0.05903,0.0974,0,0.04494,0.69349,0,0.00383,0,0.36201,0.00729,0,0,0,0.10142,0.09456,0,0,0.04594,0.45495,0.05355,0.22544,0.25161,0.0759,0,0.00839
g__Lactobacillus,0,0,0.01898,0,0,0,0,0,0,0,0,0.00206,0,0,0.18644,0,0,0,0,0,0,0,0,0,0,0.11691,0,0.26642,0,0,0,1.12613,0,0.42744,0,0,0.03181,0,0,0,0.09389,0,0,0,0,0,0,0.71979,0.00926,0,0,0.14735,0,0.00478,0.01031,0,0.75347,1.44698,0.01949,0,0,0,0,0.70733,0,0,0,0,0,0,0,0,0,0,0.01045,2.77992,0,0.00388,0.1659,0,0,0,0.09276,0,0,0,0.00233,0,0,0.00267,0,0,0,0,0,0,0.1488,0.27786,0,0,0,0,0.03634,0.05202,0,0,0.04709,0,0,0,0,0,0,0,0.04746,0,0.065,0,0,0,0.0362,0,0.08747,0,0,0,0,0,0.44589,0,0,20.17503,0,0,0,0.64006,0,0,0.00985,0,0.00092,0,0,0,0,0,0,0,0,0.00892,0,0,0,0,0,0,0,0,0,0,0,0.08813,0.00428,0,0,0,0,0,0.00379,0,0,0,0.00253,0,0.0117,4.86815,0.07215,3.01085,0.01685,0,0,0.09504,0,0.03631,0,0.27585,0,0,0.22018,0,0,0,0.00947,0,0.00291,0,0,0,0.53925,0,0,0.7394,6.7475,0.4203,0.14764,0.04111,0.81279,0,0.00099,0.0027,0.01397,0,0,0.03781,0.00523,0,0.25098,0.16365,0,0,0.02534,1.60299,0,0.92951,0.87528,0.18266,0.03732,8.8703,0,0,0,0.57099,0,0,0,0,0,0.68007,0,2.0954,0,0,0,0,0.69084,0,1.42415,0,2.20764,1.23287,0,0,0,0,0.22694,0,0,0,0.74784,2.33614,3.51491,0,0,0,0.03064,0,0,0,0,0.02506,0.65994,0,0,0,0.90217,0,0.01396,0.02567,0,0,0,0,0,0.34244,0,0,0,0.11837,0.03601,0,0,0,0,5.77809,0,0,0.42431,0,0,0,0.6288,0.09342,0,0.34179,0,0,0,0.63924,0,0,0,1.12837,0.21081,0.03814,0,0,0,0,0,0.0597,0,0,0.4945,0,0,0,0,0,0.03414,0.34545,0.25443,0,0,0,0,0,0,0.11324,0,6.19876,0,0,0,0,0,0,0.04972,0,0.8576,0,0.02184,0,0,0,0,1.69712,0,0,0,0,0,16.46637,0,0,2.57387,0,0,0,0,0,0,0.06022,0.39926,0,0,2.80018,0.01016,3.88937,0,0,0,0,0,0,0,0.22774,0,0.09974,0,2.32975,0,0.47819,0,0,0.0917,0,0,0,0.00422,0,0,0,0,0.14764,0,0,0.01481,0.12903,0,0.13736,0,0,0,0,0.52308,0,0,0,0,0,0,0,0,0,0,0,0.1655,0,0.16014,0,0,0,0.25498,3.90623
g__Lactococcus,0,0,0.03399,0,0,0,0.01423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02146,0.60272,0,0,0,0,0,0,0.02297,0,0,0.53002,0,0,0,0,0.01277,0,0.00892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03438,0,0,0.02165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00814,0,0,0,0,0.1354,0,0,0.08677,0,0,0,0,0,0.1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01054,0,0,0,0,0,0,0.02874,0,0,0.16166,0,0.13503,0,0,0.00199,0.00218,0,0.00037,0,0,0.01192,0,0.06176,0,0,0.01283,0,0.48669,0,0.03171,0,0,0.8393,0,0.00165,0,0.04256,0,0,0,0.06799,0.00121,0.0066,0,0.04186,0.00018,0,0,0.00071,0,0,0.01742,0,0,0.03157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Lambdalikevirus,0,0,0,0,0,0,0,0,0,0,0,0,0.08684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33247,0,0,0,0,0,0,0,1.91727,0,0,0,0,0,0.10563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Lautropia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
