Species,Estimate,pvalue,padj,highlight
Alistipes shahii,-0.09972127,0.3201781,0.981785079,
Bacteroides xylanisolvens,-0.21828594,0.3220452,0.981785079,
Ruminococcaceae bacterium D16,-3.26282254,0.326055,0.981785079,
Bilophila wadsworthia,-12.58453908,0.3307923,0.981785079,
Megamonas rupellensis,-2.1060299,0.3310959,0.981785079,
Klebsiella oxytoca,-2.21391716,0.3354628,0.981785079,
Bacteroides eggerthii,-0.06451135,0.3390011,0.981785079,
Clostridium leptum,-4.12438718,0.3403958,0.981785079,
Coprococcus comes,-3.31179028,0.3503223,0.981785079,
Streptococcus parasanguinis,0.90194433,0.3569142,0.981785079,
Lachnospiraceae bacterium 2 1 46FAA,12.26399164,0.3570724,0.981785079,
Bacteroides intestinalis,-0.60264921,0.3732619,0.981785079,
Alistipes onderdonkii,0.05148172,0.3788626,0.981785079,
Bifidobacterium bifidum,-0.40978678,0.3818853,0.981785079,
Coriobacteriaceae bacterium phI,1.32825939,0.3846255,0.981785079,
Clostridium clostridioforme,1.35160566,0.3888105,0.981785079,
Collinsella tanakaei,-5.69094277,0.3914492,0.981785079,
Streptococcus gallolyticus,-3.2683547,0.3995075,0.981785079,
Burkholderiales bacterium 1 1 47,-6.21394945,0.4016549,0.981785079,
Subdoligranulum sp 4 3 54A2FAA,-1.4011426,0.4081277,0.981785079,
Escherichia coli,0.034171318,0.4275569,0.981785079,
Lactobacillus crispatus,-0.65680163,0.4328336,0.981785079,
Bacteroides thetaiotaomicron,-0.06195326,0.4352206,0.981785079,
Desulfovibrio piger,-2.81228406,0.4382495,0.981785079,
Lachnospiraceae bacterium 7 1 58FAA,-7.05512642,0.4395767,0.981785079,
Catenibacterium mitsuokai,-1.73941818,0.4523399,0.981785079,
Bacteroides barnesiae,-2.40070758,0.4746809,0.981785079,
Faecalibacterium prausnitzii,-0.12215635,0.4772645,0.981785079,
Adlercreutzia equolifaciens,-8.56180639,0.4901818,0.981785079,
Clostridium asparagiforme,0.62157513,0.4909671,0.981785079,
Roseburia hominis,-0.57161298,0.4933114,0.981785079,
Clostridium perfringens,13.40827453,0.4962113,0.981785079,
Bacteroides vulgatus,0.06271977,0.5067389,0.981785079,
Collinsella intestinalis,-9.15622628,0.509589,0.981785079,
Roseburia inulinivorans,0.50332172,0.5125159,0.981785079,
Clostridium symbiosum,3.38850503,0.514679,0.981785079,
Akkermansia muciniphila,-0.05539235,0.5150565,0.981785079,
Paraprevotella xylaniphila,-1.71001912,0.5167779,0.981785079,
Bacteroides cellulosilyticus,-0.11534647,0.5219302,0.981785079,
Coprobacter fastidiosus,-0.72966414,0.5263893,0.981785079,
Parabacteroides merdae,-0.10221449,0.554495,0.981785079,
Desulfovibrio desulfuricans,-1.61570448,0.5624777,0.981785079,
Bifidobacterium catenulatum,0.72673572,0.5643286,0.981785079,
Ruminococcus torques,-0.11561182,0.5661382,0.981785079,
Veillonella atypica,-0.66146345,0.5671178,0.981785079,
Coprococcus catus,-3.00542538,0.5687045,0.981785079,
Lactobacillus gasseri,1.3862846,0.571711,0.981785079,
Phascolarctobacterium succinatutens,-0.45956433,0.5723574,0.981785079,
Butyrivibrio crossotus,-26.69727726,0.5892217,0.981785079,
Bifidobacterium breve,-0.13720895,0.6024758,0.981785079,
Parabacteroides distasonis,-0.06455974,0.608175,0.981785079,
Citrobacter freundii,-1.2732071,0.6094538,0.981785079,
Dorea formicigenerans,-2.98033978,0.6166977,0.981785079,
Fusobacterium ulcerans,-1.61760792,0.6180625,0.981785079,
Vibrio phage pYD38 A,-0.0308297,0.6189612,0.981785079,
Flavonifractor plautii,0.92968332,0.6205027,0.981785079,
Megasphaera micronuciformis,-0.82349535,0.6214461,0.981785079,
Anaerostipes hadrus,-3.98472371,0.6298338,0.981785079,
Bacteroides sp 3 2 5,-0.10171154,0.6338975,0.981785079,
Eubacterium limosum,-9.79522866,0.6356576,0.981785079,
Eubacterium rectale,0.09877996,0.6369674,0.981785079,
Prevotella buccae,-0.02262789,0.6428892,0.981785079,
Enterobacter cloacae,-0.27720392,0.6510303,0.981785079,
Megamonas hypermegale,0.55091349,0.6670987,0.981785079,
Odoribacter laneus,-0.1096805,0.6688556,0.981785079,
Bacteroides dorei,-0.02576986,0.6695329,0.981785079,
Ruminococcus gnavus,-0.34684898,0.6703167,0.981785079,
Bifidobacterium adolescentis,0.04107184,0.6709535,0.981785079,
Eubacterium ventriosum,1.95345934,0.6754469,0.981785079,
Lachnospiraceae bacterium 5 1 63FAA,1.56117911,0.6779288,0.981785079,
Alistipes indistinctus,-0.16488944,0.6826473,0.981785079,
Eubacterium eligens,-0.23614432,0.6834333,0.981785079,
Lactobacillus vaginalis,-1.91832338,0.6855356,0.981785079,
Clostridium bartlettii,-3.20484879,0.6865933,0.981785079,
Coprococcus sp ART55 1,-0.33014719,0.6877719,0.981785079,
Bacteroides sp 4 3 47FAA,-0.10939435,0.6884973,0.981785079,
Oxalobacter formigenes,-8.0942436,0.6955619,0.981785079,
Roseburia intestinalis,-0.18755839,0.6970754,0.981785079,
Bacteroides uniformis,0.02347349,0.7036219,0.981785079,
Eubacterium cylindroides,-0.96695783,0.7106869,0.981785079,
Lachnospiraceae bacterium 3 1 57FAA CT1,-0.60650438,0.7158496,0.981785079,
Streptococcus infantarius,-1.2348342,0.7320975,0.981785079,
Streptococcus pasteurianus,-1.58322053,0.7330278,0.981785079,
Blautia producta,-0.31045475,0.7508021,0.981785079,
Fusobacterium mortiferum,-1.44584142,0.7508311,0.981785079,
Dialister succinatiphilus,-0.97625825,0.7517074,0.981785079,
Ruminococcus bromii,-0.05096851,0.7535798,0.981785079,
Ruminococcus sp 5 1 39BFAA,-0.71129578,0.7541714,0.981785079,
Sutterella parvirubra,-0.96621454,0.7552306,0.981785079,
Weissella cibaria,-1.24962997,0.763276,0.981785079,
Lactobacillus mucosae,0.37174261,0.766838,0.981785079,
Bacteroides caccae,0.0225505,0.7724366,0.981785079,
Lachnospiraceae bacterium 3 1 46FAA,-0.95247462,0.775565,0.981785079,
Enterobacter hormaechei,-1.68551978,0.7947157,0.981785079,
Bacteroides ovatus,0.01103148,0.798339,0.981785079,
Lactobacillus fermentum,0.36442974,0.8009986,0.981785079,
Clostridium sp ATCC BAA 442,-0.39019857,0.801011,0.981785079,
Coprococcus eutactus,3.37321311,0.8047011,0.981785079,
Bacteroides nordii,-1.25478253,0.8048958,0.981785079,
Bacteroides plebeius,-0.02499383,0.8060643,0.981785079,
Veillonella parvula,-0.09522044,0.8111087,0.981785079,
Clostridiales bacterium 1 7 47FAA,-0.08396749,0.8146905,0.981785079,
Eubacterium biforme,-0.26631635,0.8172886,0.981785079,
Parabacteroides johnsonii,0.17386532,0.8189094,0.981785079,
Ruminococcus lactaris,0.58788346,0.8325574,0.981785079,
Bacteroides finegoldii,-0.04702522,0.8408065,0.981785079,
Haemophilus parainfluenzae,-0.10198179,0.8458814,0.981785079,
Ruminococcus champanellensis,-2.11496638,0.8497812,0.981785079,
Lachnospiraceae bacterium 1 1 57FAA,-0.67573747,0.8589587,0.981785079,
Clostridium nexile,-0.0444954,0.8732795,0.981785079,
Lactobacillus salivarius,0.22554491,0.8775899,0.981785079,
Bifidobacterium animalis,5.9337997,0.8934026,0.981785079,
Bifidobacterium longum,-0.02421112,0.8957408,0.981785079,
Bacteroides faecis,-0.07748688,0.9002971,0.981785079,
Bacteroides coprocola,0.02146581,0.9051259,0.981785079,
Bacteroides coprophilus,0.0467721,0.905717,0.981785079,
Megasphaera elsdenii,-0.2638678,0.9094034,0.981785079,
Alistipes finegoldii,0.06993799,0.9123976,0.981785079,
Clostridium sp L2 50,-0.2537758,0.9152906,0.981785079,
Methanobrevibacter smithii,-0.08683477,0.9186465,0.981785079,
Prevotella copri,-0.0033301,0.9255112,0.981785079,
Enterobacter aerogenes,-0.36360347,0.9322919,0.981785079,
Bacteroides stercoris,-0.003144361,0.9423735,0.981785079,
Lactobacillus reuteri,-0.1998122,0.9444015,0.981785079,
Lachnospiraceae bacterium 2 1 58FAA,1.45362313,0.9526596,0.981785079,
Lachnospiraceae bacterium 1 4 56FAA,0.97789243,0.9559216,0.981785079,
Bacteroides massiliensis,-0.00645684,0.9577203,0.981785079,
Bacteroides salyersiae,-0.01750396,0.9621044,0.981785079,
Clostridium hathewayi,-0.04763282,0.9642766,0.981785079,
Alistipes sp HGB5,-0.04098228,0.9650572,0.981785079,
Dialister invisus,0.07630182,0.9710145,0.981785079,
Bacteroides clarus,0.005898777,0.9759757,0.981785079,
Oscillibacter sp KLE 1745,0.03410163,0.9927468,0.9927468,
