UniRef90	KIDS	GeneName
UniRef90_A7HTF9	K00626	thl
UniRef90_A7HTZ3	K00626	thl
UniRef90_A7HWV8	K00626	thl
UniRef90_A7HXP4	K00626	thl
UniRef90_A7HY62	K00626	thl
UniRef90_A7I4L8	K00626	thl
UniRef90_A7IEZ1	K00626	thl
UniRef90_A7IF39	K00626	thl
UniRef90_A7IGV8	K00626	thl
UniRef90_A7IJZ5	K00626	thl
UniRef90_A7IPD9	K00626	thl
UniRef90_A7MR69	K00626	thl
UniRef90_A7MTK9	K00626	thl
UniRef90_A7N2N1	K00626	thl
UniRef90_A7NHZ8	K00626	thl
UniRef90_A7NNW6	K00626	thl
UniRef90_A7NSD1	K00626	thl
UniRef90_A7RPB4	K00626	thl
UniRef90_A7SD67	K00626	thl
UniRef90_A7TRT7	K00626	thl
UniRef90_A8ACC5	K00626	thl
UniRef90_A8BBW5	K00626	thl
UniRef90_A8F7H8	K00626	thl
UniRef90_A8FFM3	K00626	thl
UniRef90_A8FIF8	K00626	thl
UniRef90_A8FTB1	K00626	thl
UniRef90_A8FZ64	K00626	thl
UniRef90_A8G9A8	K00626	thl
UniRef90_A8GLG0	K00626	thl
UniRef90_A8GPS4	K00626	thl
UniRef90_A8H4J4	K00626	thl
UniRef90_A8H4K3	K00626	thl
UniRef90_A8H6B6	K00626	thl
UniRef90_A8HZ44	K00626	thl
UniRef90_A8ID26	K00626	thl
UniRef90_A8IJH6	K00626	thl
UniRef90_A8IKG0	K00626	thl
UniRef90_A8J0X4	K00626	thl
UniRef90_A8L3Y5	K00626	thl
UniRef90_A8L5R4	K00626	thl
UniRef90_A8L823	K00626	thl
UniRef90_A8L838	K00626	thl
UniRef90_A8LAG1	K00626	thl
UniRef90_A8LD76	K00626	thl
UniRef90_A8LJZ7	K00626	thl
UniRef90_A8LL50	K00626	thl
UniRef90_A8LNH0	K00626	thl
UniRef90_A8LRD1	K00626	thl
UniRef90_A8M301	K00626	thl
UniRef90_A8M5S9	K00626	thl
UniRef90_A8M6F6	K00626	thl
UniRef90_A8MBM5	K00626	thl
UniRef90_A8ME63	K00626	thl
UniRef90_A8MFL5	K00626	thl
UniRef90_A8MJJ4	K00626	thl
UniRef90_A8ML04	K00626	thl
UniRef90_A8PR10	K00626	thl
UniRef90_A8ZUD2	K00626	thl
UniRef90_A8ZUF9	K00626	thl
UniRef90_A8ZUR8	K00626	thl
UniRef90_A8ZZC7	K00626	thl
UniRef90_A8ZZV5	K00626	thl
UniRef90_A9A005	K00626	thl
UniRef90_A9A0V7	K00626	thl
UniRef90_A9A5M6	K00626	thl
UniRef90_A9A649	K00626	thl
UniRef90_A9AV93	K00626	thl
UniRef90_A9B8F1	K00626	thl
UniRef90_A9BH19	K00626	thl
UniRef90_A9BMA1	K00626	thl
UniRef90_A9BPH1	K00626	thl
UniRef90_A9BRI0	K00626	thl
UniRef90_A9BSN3	K00626	thl
UniRef90_A9BZX3	K00626	thl
UniRef90_A9C1F3	K00626	thl
UniRef90_A9C3C1	K00626	thl
UniRef90_A9CFA1	K00626	thl
UniRef90_A9CH68	K00626	thl
UniRef90_A9CHD3	K00626	thl
UniRef90_A9CK82	K00626	thl
UniRef90_A9F5N2	K00626	thl
UniRef90_A9HXD4	K00626	thl
UniRef90_A9I8A4	K00626	thl
UniRef90_A9IA04	K00626	thl
UniRef90_A9ICV3	K00626	thl
UniRef90_A9IL37	K00626	thl
UniRef90_A9ISI2	K00626	thl
UniRef90_A9IV59	K00626	thl
UniRef90_A9KCN6	K00626	thl
UniRef90_A9NFJ1	K00626	thl
UniRef90_A9RCL8	K00626	thl
UniRef90_A9T3P5	K00626	thl
UniRef90_A9V121	K00626	thl
UniRef90_A9VZ39	K00626	thl
UniRef90_A9W7T5	K00626	thl
UniRef90_A9WAD0	K00626	thl
UniRef90_A9WAX8	K00626	thl
UniRef90_A9WC94	K00626	thl
UniRef90_A9WSL6	K00626	thl
UniRef90_A9WSQ3	K00626	thl
UniRef90_A9WSZ0	K00626	thl
UniRef90_A9WVC9	K00626	thl
UniRef90_B0CY47	K00626	thl
UniRef90_B0JWU1	K00626	thl
UniRef90_B0SWD4	K00626	thl
UniRef90_B0SWS7	K00626	thl
UniRef90_B0SYR9	K00626	thl
UniRef90_B0SZX0	K00626	thl
UniRef90_B0T0Y7	K00626	thl
UniRef90_B0T0Z1	K00626	thl
UniRef90_B0T295	K00626	thl
UniRef90_B0T2K4	K00626	thl
UniRef90_B0T3X4	K00626	thl
UniRef90_B0T3Y8	K00626	thl
UniRef90_B0T5S4	K00626	thl
UniRef90_B0T7Y3	K00626	thl
UniRef90_B0T989	K00626	thl
UniRef90_B0TAL7	K00626	thl
UniRef90_B0TLS9	K00626	thl
UniRef90_B0UD33	K00626	thl
UniRef90_B0UFF3	K00626	thl
UniRef90_B0UPG2	K00626	thl
UniRef90_B0UQJ8	K00626	thl
UniRef90_B0USP7	K00626	thl
UniRef90_B0X7S1	K00626	thl
UniRef90_B0XJ38	K00626	thl
UniRef90_B1HRL2	K00626	thl
UniRef90_B1I045	K00626	thl
UniRef90_B1J762	K00626	thl
UniRef90_B1KCQ4	K00626	thl
UniRef90_B1KMU4	K00626	thl
UniRef90_B1L5Q6	K00626	thl
UniRef90_B1L643	K00626	thl
UniRef90_B1LWJ8	K00626	thl
UniRef90_B1M0U8	K00626	thl
UniRef90_B1M4C2	K00626	thl
UniRef90_B1M567	K00626	thl
UniRef90_B1MWR6	K00626	thl
UniRef90_B1VFF6	K00626	thl
UniRef90_B1XYM0	K00626	thl
UniRef90_B1Y254	K00626	thl
UniRef90_B1Y4M8	K00626	thl
UniRef90_B1Y4S2	K00626	thl
UniRef90_B1Y585	K00626	thl
UniRef90_B1Y7G0	K00626	thl
UniRef90_B1Y955	K00626	thl
UniRef90_B1YB71	K00626	thl
UniRef90_B1YEF2	K00626	thl
UniRef90_B1YIJ8	K00626	thl
UniRef90_B2A666	K00626	thl
UniRef90_B2AXV7	K00626	thl
UniRef90_B2B2Z5	K00626	thl
UniRef90_B2GCE3	K00626	thl
UniRef90_B2GL67	K00626	thl
UniRef90_B2GLD8	K00626	thl
UniRef90_B2HEJ1	K00626	thl
UniRef90_B2HI37	K00626	thl
UniRef90_B2HQE7	K00626	thl
UniRef90_B2IBJ4	K00626	thl
UniRef90_B2IE56	K00626	thl
UniRef90_B2JG82	K00626	thl
UniRef90_B2JGN4	K00626	thl
UniRef90_B2JKI2	K00626	thl
UniRef90_B2JKQ8	K00626	thl
UniRef90_B2JL69	K00626	thl
UniRef90_B2JQR9	K00626	thl
UniRef90_B2JSK0	K00626	thl
UniRef90_B2T3U7	K00626	thl
UniRef90_B2TFC4	K00626	thl
UniRef90_B2TJZ2	K00626	thl
UniRef90_B2UFP9	K00626	thl
UniRef90_B2UFU9	K00626	thl
UniRef90_B2VBH8	K00626	thl
UniRef90_B3M527	K00626	thl
UniRef90_B3PR80	K00626	thl
UniRef90_B3Q4H1	K00626	thl
UniRef90_B3Q7W4	K00626	thl
UniRef90_B3Q9F4	K00626	thl
UniRef90_B3Q9K7	K00626	thl
UniRef90_B3QAY4	K00626	thl
UniRef90_B3QBD8	K00626	thl
UniRef90_B3QEU8	K00626	thl
UniRef90_B3QFI7	K00626	thl
UniRef90_B3QH98	K00626	thl
UniRef90_B3S9M7	K00626	thl
UniRef90_B4EK86	K00626	thl
UniRef90_B4EK92	K00626	thl
UniRef90_B4INF5	K00626	thl
UniRef90_B4J2E4	K00626	thl
UniRef90_B4JX76	K00626	thl
UniRef90_B4L0N5	K00626	thl
UniRef90_B4L2J4	K00626	thl
UniRef90_B4LG75	K00626	thl
UniRef90_B4M7U3	K00626	thl
UniRef90_B4N546	K00626	thl
UniRef90_B4NCW2	K00626	thl
UniRef90_B4R7X9	K00626	thl
UniRef90_B4RAH8	K00626	thl
UniRef90_B4RAM9	K00626	thl
UniRef90_B4RAQ6	K00626	thl
UniRef90_B4RDY5	K00626	thl
UniRef90_B4REA3	K00626	thl
UniRef90_B4RFW0	K00626	thl
UniRef90_B4RG50	K00626	thl
UniRef90_B4RG83	K00626	thl
UniRef90_B4RGK7	K00626	thl
UniRef90_B4RGM8	K00626	thl
UniRef90_B4SRJ0	K00626	thl
UniRef90_B4SRW3	K00626	thl
UniRef90_B4U454	K00626	thl
UniRef90_B4UK21	K00626	thl
UniRef90_B4UKM0	K00626	thl
UniRef90_B5E7U2	K00626	thl
UniRef90_B5ECU9	K00626	thl
UniRef90_B5EID7	K00626	thl
UniRef90_B5RLI3	K00626	thl
UniRef90_B5XRH4	K00626	thl
UniRef90_B5Y608	K00626	thl
UniRef90_B5ZCQ3	K00626	thl
UniRef90_B5ZZZ4	K00626	thl
UniRef90_B6A4Y4	K00626	thl
UniRef90_B6HPF6	K00626	thl
UniRef90_B6HV94	K00626	thl
UniRef90_B6IQV1	K00626	thl
UniRef90_B6ITC3	K00626	thl
UniRef90_B6IYB6	K00626	thl
UniRef90_B6JA15	K00626	thl
UniRef90_B6JBR0	K00626	thl
UniRef90_B6JCD8	K00626	thl
UniRef90_B6JJF1	K00626	thl
UniRef90_B6VL86	K00626	thl
UniRef90_B7GDK2	K00626	thl
UniRef90_B7GMJ0	K00626	thl
UniRef90_B7ID06	K00626	thl
UniRef90_B7KDD9	K00626	thl
UniRef90_B7LP54	K00626	thl
UniRef90_B7P2S4	K00626	thl
UniRef90_B7R0Y3	K00626	thl
UniRef90_B7VRJ7	K00626	thl
UniRef90_B8C5Z6	K00626	thl
UniRef90_B8D4F6	K00626	thl
UniRef90_B8EIU0	K00626	thl
UniRef90_B8FCD1	K00626	thl
UniRef90_B8FDI4	K00626	thl
UniRef90_B8FGH1	K00626	thl
UniRef90_B8FGS7	K00626	thl
UniRef90_B8FHB1	K00626	thl
UniRef90_B8FJA6	K00626	thl
UniRef90_B8FJA7	K00626	thl
UniRef90_B8FJA8	K00626	thl
UniRef90_B8FKF1	K00626	thl
UniRef90_B8FKJ9	K00626	thl
UniRef90_B8FLZ7	K00626	thl
UniRef90_B8FM00	K00626	thl
UniRef90_B8FQA2	K00626	thl
UniRef90_B8FV22	K00626	thl
UniRef90_B8FV29	K00626	thl
UniRef90_B8FWA8	K00626	thl
UniRef90_B8FXG1	K00626	thl
UniRef90_B8G796	K00626	thl
UniRef90_B8GET1	K00626	thl
UniRef90_B8GRP4	K00626	thl
UniRef90_B8H7P8	K00626	thl
UniRef90_B8H8I8	K00626	thl
UniRef90_B8HBF9	K00626	thl
UniRef90_B8HD18	K00626	thl
UniRef90_B8HVQ6	K00626	thl
UniRef90_B8IIE9	K00626	thl
UniRef90_B8IN92	K00626	thl
UniRef90_B8ISM8	K00626	thl
UniRef90_B9DKE5	K00626	thl
UniRef90_B9DLB3	K00626	thl
UniRef90_B9DV51	K00626	thl
UniRef90_B9HC23	K00626	thl
UniRef90_B9IAU7	K00626	thl
UniRef90_B9JDB2	K00626	thl
UniRef90_B9JDZ5	K00626	thl
UniRef90_B9JR12	K00626	thl
UniRef90_B9JV15	K00626	thl
UniRef90_B9K5B7	K00626	thl
UniRef90_B9KLT9	K00626	thl
UniRef90_B9KZ03	K00626	thl
UniRef90_B9LML5	K00626	thl
UniRef90_B9LX39	K00626	thl
UniRef90_B9M957	K00626	thl
UniRef90_B9MG92	K00626	thl
UniRef90_B9Q2W7	K00626	thl
UniRef90_B9SA57	K00626	thl
UniRef90_B9T1T5	K00626	thl
UniRef90_B9TF55	K00626	thl
UniRef90_B9WBA6	K00626	thl
UniRef90_C0QA02	K00626	thl
UniRef90_C0QF84	K00626	thl
UniRef90_C0QJN3	K00626	thl
UniRef90_C0QL30	K00626	thl
UniRef90_C0QWH1	K00626	thl
UniRef90_C0R206	K00626	thl
UniRef90_C0RF27	K00626	thl
UniRef90_C0Z786	K00626	thl
UniRef90_C0Z849	K00626	thl
UniRef90_C0Z9H2	K00626	thl
UniRef90_C0ZME4	K00626	thl
UniRef90_C0ZR88	K00626	thl
UniRef90_C0ZSU2	K00626	thl
UniRef90_C1A371	K00626	thl
UniRef90_C1A7X1	K00626	thl
UniRef90_C1ACQ9	K00626	thl
UniRef90_C1AV59	K00626	thl
UniRef90_C1AVE9	K00626	thl
UniRef90_C1AVY4	K00626	thl
UniRef90_C1AZA7	K00626	thl
UniRef90_C1B267	K00626	thl
UniRef90_C1B3L0	K00626	thl
UniRef90_C1B3T0	K00626	thl
UniRef90_C1B540	K00626	thl
UniRef90_C1B542	K00626	thl
UniRef90_C1B6K6	K00626	thl
UniRef90_C1B8K6	K00626	thl
UniRef90_C1BB47	K00626	thl
UniRef90_C1CUH8	K00626	thl
UniRef90_C1CWS1	K00626	thl
UniRef90_C1CYE4	K00626	thl
UniRef90_C1CZS6	K00626	thl
UniRef90_C1D5U9	K00626	thl
UniRef90_C1D6J7	K00626	thl
UniRef90_C1DAM1	K00626	thl
UniRef90_C1DGA4	K00626	thl
UniRef90_C1DHF7	K00626	thl
UniRef90_C1DLN5	K00626	thl
UniRef90_C1DQW9	K00626	thl
UniRef90_C1DS98	K00626	thl
UniRef90_C1DSJ4	K00626	thl
UniRef90_C1FAB1	K00626	thl
UniRef90_C1GGE5	K00626	thl
UniRef90_C3LVV5	K00626	thl
UniRef90_C3M925	K00626	thl
UniRef90_C3MHH0	K00626	thl
UniRef90_C3MK61	K00626	thl
UniRef90_C3MKU4	K00626	thl
UniRef90_C3MLF5	K00626	thl
UniRef90_C3MMR7	K00626	thl
UniRef90_C3MN13	K00626	thl
UniRef90_C3MNM7	K00626	thl
UniRef90_C3PEC9	K00626	thl
UniRef90_C3PF61	K00626	thl
UniRef90_C3PIV7	K00626	thl
UniRef90_C3XVY9	K00626	thl
UniRef90_C3ZZ33	K00626	thl
UniRef90_C4K9L7	K00626	thl
UniRef90_C4KA35	K00626	thl
UniRef90_C4LGU0	K00626	thl
UniRef90_C4LHE7	K00626	thl
UniRef90_C4LIB9	K00626	thl
UniRef90_C4QY22	K00626	thl
UniRef90_C4YAH4	K00626	thl
UniRef90_C4ZIZ1	K00626	thl
UniRef90_C4ZJ62	K00626	thl
UniRef90_C5AE96	K00626	thl
UniRef90_C5AFX7	K00626	thl
UniRef90_C5BFV6	K00626	thl
UniRef90_C5BS55	K00626	thl
UniRef90_C5C2Y3	K00626	thl
UniRef90_C5C4G3	K00626	thl
UniRef90_C5C6U7	K00626	thl
UniRef90_C5C9Z0	K00626	thl
UniRef90_C5CBT1	K00626	thl
UniRef90_C5CEY7	K00626	thl
UniRef90_C5CJA8	K00626	thl
UniRef90_C5CM78	K00626	thl
UniRef90_C5CMJ5	K00626	thl
UniRef90_C5CNR6	K00626	thl
UniRef90_C5CUR3	K00626	thl
UniRef90_C5CWB3	K00626	thl
UniRef90_C5CZD5	K00626	thl
UniRef90_C5CZI0	K00626	thl
UniRef90_C5D0B3	K00626	thl
UniRef90_C5DIB3	K00626	thl
UniRef90_C5DPE6	K00626	thl
UniRef90_C5F4F4	K00626	thl
UniRef90_C5P2W7	K00626	thl
UniRef90_C6A2L6	K00626	thl
UniRef90_C6CDQ8	K00626	thl
UniRef90_C6CDR3	K00626	thl
UniRef90_C6CYX8	K00626	thl
UniRef90_C6DBU1	K00626	thl
UniRef90_C6PW52	K00626	thl
UniRef90_C6Q0H9	K00626	thl
UniRef90_C6W0P2	K00626	thl
UniRef90_C6WC95	K00626	thl
UniRef90_C6WGE7	K00626	thl
UniRef90_C6WK07	K00626	thl
UniRef90_C6WKQ7	K00626	thl
UniRef90_C6WR74	K00626	thl
UniRef90_C6X4S8	K00626	thl
UniRef90_C6XM46	K00626	thl
UniRef90_C6XQL8	K00626	thl
UniRef90_C6XQX7	K00626	thl
UniRef90_C6Y1V7	K00626	thl
UniRef90_C7LHU0	K00626	thl
UniRef90_C7M1M8	K00626	thl
UniRef90_C7M2I6	K00626	thl
UniRef90_C7MAB9	K00626	thl
UniRef90_C7MB02	K00626	thl
UniRef90_C7MEZ0	K00626	thl
UniRef90_C7MTU0	K00626	thl
UniRef90_C7MUD8	K00626	thl
UniRef90_C7MVU1	K00626	thl
UniRef90_C7MW67	K00626	thl
UniRef90_C7MYS4	K00626	thl
UniRef90_C7NEU7	K00626	thl
UniRef90_C7NFZ0	K00626	thl
UniRef90_C7NL23	K00626	thl
UniRef90_C7NSX3	K00626	thl
UniRef90_C7NXG2	K00626	thl
UniRef90_C7P0C3	K00626	thl
UniRef90_C7PKT7	K00626	thl
UniRef90_C7PZ19	K00626	thl
UniRef90_C7Q4N2	K00626	thl
UniRef90_C7Q796	K00626	thl
UniRef90_C7Q7V4	K00626	thl
UniRef90_C7Q844	K00626	thl
UniRef90_C7Q8M8	K00626	thl
UniRef90_C7QA91	K00626	thl
UniRef90_C7R2M1	K00626	thl
UniRef90_C7RB37	K00626	thl
UniRef90_C7RDW1	K00626	thl
UniRef90_C7RJB1	K00626	thl
UniRef90_C7RNV6	K00626	thl
UniRef90_C7RVI6	K00626	thl
UniRef90_C7Z7A2	K00626	thl
UniRef90_C8VWY2	K00626	thl
UniRef90_C8W5Q0	K00626	thl
UniRef90_C8WQC3	K00626	thl
UniRef90_C8X7S8	K00626	thl
