org_list	MBE035	MBE036	MBE037	MBE038	MBM135	MBM137	MHS232	MHS236	MHS238	MHS239	MHS243	MHS246	MHS253	MHS266	MHS267	MHS276	MHS279	MHS283	MHS287	MHS289
Rothia mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18513824420601446	0	0.129670750545426	0	0.31318884483517473	0	0
Alistipes indistinctus	0	0.27662671763528784	0	0	0.21819630314621213	0.3062727525163105	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1549479863925408
Bacteroides xylanisolvens	0	0.21468680297472578	0	0	0	0	0.5475222845581819	0.43991815825423486	0	0	0	0	0	0	0	0	1.576704548315568	0	0	0
Clostridium citroniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22100370021323912	0	0	0
Anaerostipes hadrus	0	0	0	0	0	0	0	0	0	0	0.31826089069711394	0	0.2826863717524407	0	0.1425543753274383	0	0	0	0	0.11882495592329806
Lachnospiraceae bacterium 7 1 58FAA	0	0	0	0.1493994388913687	0	0	0	0.1082238451514063	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter cloacae	0	0	0.586885480233635	0	0	0.16754513564257312	0	0	0	0	0	0	0	0	0	0.9827475720479	0	0	0	0
Clostridium bartlettii	0	0.13058093119960593	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1259702051497437	0.15737638747925664	0	0.1439337928886405	0
Bacteroides intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1556491085029143
Flavonifractor plautii	0	0.3831199042446751	0	0	0	0	0	0.119509002297727	0	0	0	0	0	0	0.14063469047265487	0.14291587204363326	0	0	0	0
Holdemania unclassified	0	0.20689903592676037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parabacteroides merdae	0	0	0.7951152182585242	0.14261452148006915	0	0	0	1.2217197463153504	0	0.3646740057098748	0	0.30339718518970166	0.7317053397891	0	0	1.5502150866180393	0	0.2027663952970006	0.32448979343533746	0.21587448166499634
Weissella confusa	0	0	0.11850036065106767	0	0	0	0	0.2313863155900285	0	0	0	0	0	0.534340594186659	0	0	0	0	0	0
Clostridium bolteae	0	1.1757214048085336	0	0	0	0	0.35496631988604693	0	0	0	0	0	0	0	0.15976043958142339	0.5168731726029414	3.227741669484812	0	0	0
Clostridium hathewayi	0	0.2467233020454258	0	0	0	0	0	0.13102757546416044	0	0	0	0	0	0	0	0.7193415374896591	0.4524004657543462	0	0	0
Bacteroides finegoldii	0	0	0	0	0	0	0	0	0	0	0	0.17901580947453646	0	0	0	0	0	0	0	0
Streptococcus thermophilus	0	0	0	0	0	0.5900458298411113	0	0	0	0	0	0	0	0.3604432505379464	0	0	0	0	0	0
Bifidobacterium breve	0	6.547982706729999	0	0	0	0	0	0.23656206212296335	1.445671493789767	0	0	0	0	0	0.27998959104212073	5.135962688796063	0.1618377517624403	0	0	0
Bacteroides fragilis	0	3.9742464379518214	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2993900975427373	1.1055421826524834	0	0	0
Clostridium nexile	0	2.0767881880301013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1750707826159466	0	0	0
Bifidobacterium dentium	0	1.7554371492989398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp KLE 1755	0	1.4966800366729371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia producta	0	0.8207239926815114	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8178811971244133	0	0	0	0
Clostridium symbiosum	0	0.6369970853225344	0	0	0	0	0	0	0	0	0	0	0	0	0	4.799941033932384	0	0	0	0
Eubacterium dolichum	0	0.5818790131148411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseburia unclassified	0	0.5248391534314873	0	0	0	0	0.2213271849629698	1.1389078017883927	0	0	0	0	0	0.13264670675785192	0	0	0	0	0	0
Anaerostipes unclassified	0	0.35117396060476536	0	0	0	0	0.42155345388545373	0	0	0	0	0	0	0	0	1.4054792742158735	0.17696409296637217	0	0	0
Desulfovibrio desulfuricans	0	0.2807721440225769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10492444799589326
Clostridium clostridioforme	0	0.24413744141063626	0	0	0	0	0	0	0	0	0	0	0	0	0	7.291651711138257	0	0	0	0
Erysipelotrichaceae bacterium 3 1 53	0	0.17729747177286606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13028593618859305	0	0	0
Anaerotruncus colihominis	0	0.17047562931999713	0	0	0	0	0	0	0	0	0.10351503565259126	0	0	0	0	0	0	0	0.47940416519819584	0
Clostridium asparagiforme	0	0.16471026689301502	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5114335730868838	0	0	0	0
Clostridiales bacterium 1 7 47FAA	0	0.16364372515259598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22120511620796524	0	0	0
Coprobacillus unclassified	0	0.14746448818472985	0	0	0	0	0.14669583201326286	0	0.38652004062636575	0	0.540945294890774	0	0	0	0.2268884671225021	0	0	0	0	0
Bifidobacterium pseudolongum	0	0.12848809457689686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus australis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1637580800952539	0.10387445112314186	0
Clostridium ramosum	0	0	0	0	0	0	0	0	0.21953452763095013	0	0	0	0	0	0	0.22826096407902824	0	0	0	0
Eubacterium limosum	0	0	0	0	0	0	0	0	0	0	0	0	0.1853634611448109	0	0	0	0	0	0	0
Eubacterium siraeum	0	0	0	1.5881856010119222	0	0	0	0	0	0.17242550662623124	6.1440421391149735	0.171167769266008	0	0	0	0	2.262797921950899	0.17008757862202772	0	2.384079366209999
Dorea unclassified	0	0	0	0	0	0	0	0	0.3786608333436479	0	0	0	0	0	0	0	0.2301681279732777	0	0	0
Parabacteroides goldsteinii	0	0	0	0	0	0	0	0	0	0	0.24699621096289337	0	0	0	0	0	0	0	0	0
Bifidobacterium bifidum	0	0	9.697848917869385	0	0	0	4.434961832909648	3.8650140947756317	0	0	0	0	6.3014659238076325	4.521820556669388	18.529945966457724	0	0	0	12.418548032884551	3.1490950393375226
Acidaminococcus unclassified	0	0	5.327761616487252	0.22243826709574538	0	0	0	2.5815405883565385	0	0.10997089411952755	0	0	0	0.6453827388933628	0	0	0	0	2.4627319355789816	0
Lactobacillus ruminis	0	0	4.933615366016482	0	0	0	0	0	0	0	0	0	0	0.8311330103529511	0	0	0	0	0	0
Prevotella copri	0	0	3.3908195421682956	0	1.20952298999634	13.907122604378163	0	0	0	0.6954295714567593	0	0	0.13760389453779726	1.2375599085427273	0	0	0	44.237047201982485	0	0.5495069943027224
Catenibacterium mitsuokai	0	0	2.0178313187055488	0.9327948882109132	0	0	0	0	0	2.548330984261336	0	0	0.7361337146262027	0	0	0	0	1.911751219565956	0	0
Bacteroides coprophilus	0	0	0.8243829521279427	0	0	0	0	0	0	0	0	0	0	0	0.34248599798118223	0	0	0	0	0
Bacteroides vulgatus	0	0	0.24334696356131652	0	0.5641451076114595	0.15543933214279346	2.676006449523284	3.2460658490949186	0	0.5118739420163253	0.11781252468139483	0.6881523872078151	0	0	0.7170378429811547	17.840420349602454	21.241280449818312	0.4915169047660214	0.9068863133928182	0
Paraprevotella unclassified	0	0	0.23678782819120436	0	0	0	0	0	0	0.4428082802833022	0	0	0	0	0	0	0	0.14366748333375293	0	0.23992601840780858
Slackia piriformis	0	0	0.1142931872683837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megamonas hypermegale	0	0	0	0	0	0.3862749943317734	0	0	0	0.36877671521438027	0.36749204626230014	0	0	0	0	0	0	0.34714165003151104	0	0
Bifidobacterium pseudocatenulatum	0	0	0	0.1903310686315599	0	1.3886212580151271	2.2910461072195347	0	1.0356342093481496	0.7080118909520123	2.8756786750723484	0	0	0	0.4467076185892937	0	3.658077013016911	0.6007462539429186	0.3607774128174482	1.2866505232453989
Bifidobacterium catenulatum	0	0	0	0	0	0	0	0	1.2577649923938772	0	0	0	0	0	0	0	0	0	0	0
Paraprevotella clara	0	0	0	0	0	0	0	0	0	0.10705634553588139	0	0	0	0	0	0	0	0	0	0
Eubacterium ventriosum	0	0	0	0	0	0	0	0	0	0	0.1535764986542944	0.2624968217952553	0	0	0	0	0.30574947999425556	0	0	0
Sutterella wadsworthensis	0	0	0	0	0	0	0	0	0	0	0.5224962686793858	1.5170664186685958	0	0	0	1.3384852474623459	0	1.307364998419142	0	0
Methanobrevibacter smithii	0	0	0	2.6631002771416634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.602873360987351
Alistipes putredinis	0	0	0	1.8862878131676062	2.1774686158492687	0	0	2.3197797445840123	0	1.2138231657054919	3.8747916637133373	1.2053583601298627	0	1.2874503301632023	0.1728732075577485	0	2.520499616403238	0	3.2127673208239225	0.3540463433586005
Eubacterium biforme	0	0	0	0.92514166291662	0	4.180221583078369	0	0	0	0.7223815294393271	0	0	2.714310034879785	2.721460786648829	0	0	0	0.13983540674965186	0	0
Methanobrevibacter unclassified	0	0	0	0.7898774686321253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8577297239296127
Eubacterium cylindroides	0	0	0	0.7499353060144153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides eggerthii	0	0	0	0.5878040503735693	0.4517241184279524	0	0	0	0	0	1.5270062556577348	0.4424684823208304	0	0	0.23622280776560262	0	0	0	2.518587899584583	0
Phascolarctobacterium succinatutens	0	0	0	0.39144530957750656	0	0	0	0	0	0	1.11680400491704	0	0	0	0	0	0	3.0437506869174222	0	0
Akkermansia muciniphila	0	0	0	0.35283589859415904	0	0	0	0.7110054943086577	0	0	5.394203644037076	0	0.5078038706225465	0	0	0	0	0	0	11.075910490890136
Enterobacter aerogenes	0	0	0	0.3062905574243807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanosphaera stadtmanae	0	0	0	0.24338871892379094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9709931557272481
Bacteroides massiliensis	0	0	0	0.15314527871219036	0.429312639225886	0.4598473017967642	0	2.430023145735525	0	0.14144192568997874	0.851743544359681	0.9924148691384572	0	0	0.6211754849946665	0	0	0.28591942386599095	0	0
Adlercreutzia equolifaciens	0	0	0	0.13551660936676022	0.18825036541113904	0	0.7255359991430279	0	0	0	1.2327432750160494	1.9292193302864826	0.1506559466892578	1.656737374515287	0	0	0	0	1.3672696420554344	0.24339098419965438
Barnesiella intestinihominis	0	0	0	0.12270401979095791	0	0	0	0	0	0	0	1.0757650807890338	0	0.24531072368652573	0	0	0	0	0	0
Alistipes shahii	0	0	0	0.11787784341803946	0.28962216205428526	0.6972555593202204	0	0.49386770446812045	0	0.4369080965651892	0.3224124278796986	2.0419091384089425	0	0.32351760623900583	0	0	0	0.11587228932400653	0.744813780332455	0.22448100959958106
Coprobacter fastidiosus	0	0	0	0	0	0	0	0.26445020226512994	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae bacterium 2 1 58FAA	0	0	0	0	0	0	0	0.18165855478339954	0.11532204284244078	0	0	0	0	0	0	0.29393047868273525	0	0.10674203825423534	0	0
Enterococcus faecium	0	0	0	0	0	0	0	0	0	0	0.2609595518770011	0	0	0	0	0	0	0	0	0
Bacteroides salyersiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2898244202396301	0
Bacteroides clarus	0	0	0	0	0	0	0	0	0	0	0.6474575378751825	0.6999043243405859	0	0	0	0	0	0	0	0
Clostridium perfringens	0	0	0	0	0.5262102198769116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dialister succinatiphilus	0	0	0	0	0.395740869569433	0	0	0	0	0	0	0	0	0.6623562947258042	0	0	0	0	0	0
Blautia hydrogenotrophica	0	0	0	0	0.15562797792908642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes finegoldii	0	0	0	0	0	0	0	0.3417312019676767	0	0	0	0.11659370504670237	0	0	0	0	0	0	0.24861936710498406	0
Mitsuokella multacida	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3682261971125574	0	0	0	0	0	0
Prevotella stercorea	0	0	0	0	0	3.8465884918441233	0	0	0	0.53418496375246	0	0	0	0	0	0	0	0	0	0
Coprococcus sp ART55 1	0	0	0	0	0	1.1457511228183697	0	0	0	10.158034542173668	0	0	0	0	0	0	0	0	0	0
Bacteroides coprocola	0	0	0	0	0	0.6868820677690625	0	0	0	0	0	2.115731024319165	0	0	0	0	0	0	0	0
Desulfovibrio piger	0	0	0	0	0	0.3561633366366145	0	0	0	0.33098913584243805	0	0	0	0	0	0	0	0.11643850644461248	0	0
Ruminococcus lactaris	0	0	0	0	0	0.2594289994115234	0	0	0	0	3.878872320992804	2.874002632313178	0	0	0	0	0	0	0	0
Odoribacter splanchnicus	0	0	0	0	0	0.1969944387691414	0	0	0	0	0.26586039089254	0	0	0.10675795393168858	0	0	0	0	0	0
Bacteroides sp 4 3 47FAA	0	0	0	0	0	0	8.014336091712181	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus pasteurianus	0	0	0	0	0	0	0.5385685433647573	0	0	0	0	0	0	0	0	0	0	0	0	0
Weissella cibaria	0	0	0	0	0	0	0	0.2376479540426183	0	0	0	0	0	0.2403635033868058	0	0	0	0	0	0
Lachnospiraceae bacterium 1 1 57FAA	0	0	0	0	0	0	0	0.1482394698168222	1.1464681517448898	0	0	0.44104979812928885	0	0	0	0	0	0.9944289290842379	0	0
Odoribacter unclassified	0	0	0	0	0	0	0	0	0	0	0	0.1114421709611042	0	0	0	0	0	0	0	0
Lachnospiraceae bacterium 5 1 57FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1256936512060598	0.17997187989930472	0	0	0	0
Streptococcus vestibularis	0	0	0	0	0	0	0	0	0	0	0	0	0	1.133066455449261	0	0	0	0	0	0
Megamonas rupellensis	0	0	0	0	0	0	0	0	7.2699780596291435	0	0	0	0	0	0	0	0	0	0	0
Dialister invisus	0	0	0	0	0	0	0	0	0.48574127469499284	0	0	0	0	0	0	0.1034433878230217	0	0	0	0
