Index,MBE035,MBE036,MBE037,MBE038,MBM135,MBM137,MHS232,MHS236,MHS238,MHS239,MHS243,MHS246,MHS253,MHS266,MHS267,MHS276,MHS279,MHS283,MHS287,MHS289
NAGLIPASYN-PWY: lipid IVA biosynthesis,159.5386620819,93.2181848156,182.6791052542,119.1134376451,2029.9914544436,23.0554377129,93.5639104154,73.1348314881,72.5903126034,3.9577898628,37.8493953112,43.6537452831,2.8060052271,36.6861629291,23.524056828,56.6433250564,174.4714447433,262.1223013943,39.7148414797,48.2732963888
PWY-7242: D-fructuronate degradation,2898.6277700502,105.8230268977,1217.7848778695,1195.1886212025,4125.7581578385,1994.2804798183,1245.65890298,1515.0203733362,1115.8015674394,1481.8505936412,1558.2780749628,1102.869542498,1268.5652700133,1573.4172470248,2624.9420087054,10.9664457964,374.4159252732,1329.2481532709,325.645972953,221.0126869841
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II,785.1681348777,784.587699193,1287.657923024,568.5130818297,912.2026977902,585.138992653,1098.9653894745,1348.2479013475,853.6362706912,269.5071723643,784.5364187757,416.5585188548,420.1899046253,1459.9843349891,1078.710134695,1460.3768165811,1949.1585926737,685.0348681594,638.3273280258,558.3354794199
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing),802.9739965071,865.7844525955,966.1233746645,555.5199244351,7828.6991598281,837.7872186146,844.2490117644,614.4279856941,1147.378212658,273.3134709846,911.5730178307,430.6984069704,725.4993698634,434.5764025356,1489.1020573516,140.8413054462,449.9152845871,672.1567856815,199.0533465563,554.7488407262
PWY-5173: superpathway of acetyl-CoA biosynthesis,74.6568011992,60.6396109218,94.723824318,47.868042767,627.2301800248,9.8400161979,35.289733051,24.0165254476,7.1420046417,6.7129172982,6.989617965,0.0,24.7518081958,49.3467014651,37.5759488429,38.0925348768,26.1054513024,103.7886708969,59.7257543071,8.9448762624
PWY-5850: superpathway of menaquinol-6 biosynthesis I,225.0631682306,117.6407672973,251.1449862026,129.7723148553,1989.3279915314,0.0,133.7811537652,178.5676802881,0.0,0.0,57.6727007161,0.0,20.5875155161,64.1170204096,0.0,30.1362094724,278.9719072187,477.2384582119,68.0471779571,32.5787041957
"PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0803371931,0.0,0.0,0.0,0.0,0.0,2.8954265541,0.0,0.0,0.0,3.1245446772,0.0,0.0
P261-PWY: coenzyme M biosynthesis I,0.0,0.0,0.0,5.9547528114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4609466821
PWY-3841: folate transformations II,2163.7905928603,2559.0232888421,1676.8562085178,1515.8647457222,2867.5184177186,1065.8136461812,2151.036613129,1910.2514728769,687.9806345861,1049.8545861468,1437.7470907445,1094.0867926355,2323.6859736902,2033.8651181075,2213.4409106777,1867.4587432309,2378.9199436008,871.3389701539,1765.8092753869,846.0823912865
P161-PWY: acetylene degradation,175.4454200432,150.4473397013,101.9661293243,119.9031021621,1043.8650973457,10.8732279532,79.464877566,120.0715034203,12.8604413719,13.4840969401,158.6635060607,0.0,68.2277111868,41.4508744478,60.1467628322,77.1462186438,98.0308444374,423.3990810861,30.3108260655,17.1475627597
PWY-6595: superpathway of guanosine nucleotides degradation (plants),0.0,33.1300210856,12.4746462418,102.1569163657,45.0475953574,66.0692062224,0.0,112.1507099314,0.0,71.6047391365,62.3483127706,76.6976274422,44.8665550487,123.9640210763,16.9230897821,0.0,42.9912742232,39.4302616344,195.264046127,18.8197691294
CITRULBIO-PWY: L-citrulline biosynthesis,154.6118432615,782.6094244088,303.6898253377,172.2276044499,101.7739772924,130.0530002267,115.4932298684,554.1935464475,19.7486612103,59.9211943279,119.6052951546,71.0024426298,289.8308201407,20.5110522263,180.0089870721,500.2463332857,928.8145905112,58.4101998621,175.9280815582,53.6931495624
SO4ASSIM-PWY: sulfate reduction I (assimilatory),231.8135955574,70.173019429,260.8985079496,224.1060290083,2393.9173691345,38.5500490651,119.9967250477,161.4848617238,3.8187601597,13.4543924667,228.1109869127,0.0,11.1266887344,37.829224643,45.2242117724,92.4743549787,166.424916571,179.4159150595,53.9442499952,147.8995286828
PENTOSE-P-PWY: pentose phosphate pathway,418.2749616339,311.7403768852,1333.7158895793,1132.9926857727,2432.2067203112,188.3072603648,1238.5050245022,695.9372355207,166.7524192377,217.855737338,318.4976007325,303.3658904898,438.3176867903,1439.4590039591,2319.1164003482,159.2214240195,1290.1995529806,451.4645229309,896.0629497278,682.2337392754
PWY-6892: thiazole biosynthesis I (E. coli),119.5882069628,72.5484927925,96.9367329279,72.5808848258,2381.6841428096,7.2740960508,70.5046236279,97.1133967703,0.0,0.0,28.3333924222,0.0,0.0,33.0882248493,2.4906984928,8.9731894106,238.1172556659,454.0674939298,46.2601924033,79.8928830374
PWY-6185: 4-methylcatechol degradation (ortho cleavage),0.0,0.0,0.0,11.7414675047,0.0,0.0,3.3524400971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4796985272,0.0,0.0
PWY0-1533: methylphosphonate degradation I,18.7065510867,25.8451395068,0.0,24.6912597357,2592.7757115623,2.5123681277,15.0857070618,22.630050058,4.184974883,0.0,5.0320558666,0.0,1.0020560951,0.0,4.6207294228,1.9270815877,100.5946628097,166.3998806988,19.7788752591,22.0233928222
PWY-7221: guanosine ribonucleotides de novo biosynthesis,3790.0003962351,3968.959922018,3496.1309493707,3184.8697367141,3575.7691922021,3361.3571052464,3872.8533261277,3604.2455074126,2438.3216371905,2574.1681366116,3027.9388891081,1781.3025851426,4875.6666540141,4212.1570039451,5573.4610063586,2900.5236902896,3960.2799296695,4257.7950650001,3602.0259827487,1376.0460225306
RHAMCAT-PWY: L-rhamnose degradation I,965.2043688219,1397.8330008313,689.209245836,513.379254579,2811.7394567239,514.7164290704,891.2360205854,575.6121837308,336.1298300186,628.1955963929,977.4195908438,500.8384552243,1305.3468760961,409.6124177417,639.6990671657,182.6682131408,899.601632761,405.3283473248,303.836059953,84.6625222941
GALACTUROCAT-PWY: D-galacturonate degradation I,2358.8464808967,101.6534751395,1023.6475266541,1005.6261229799,3140.0725123687,1684.8606789512,1218.0789943481,1441.1207782914,1129.1503452827,1401.9954771204,1305.7690813239,978.1731496845,990.5074082484,1432.3563099897,2186.8236321642,42.8381052233,292.3858388936,1200.7677746311,301.9025820036,148.8249157595
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase),482.1261510033,92.9508287113,188.7418110503,441.9528081952,3253.1595722153,469.0772662595,261.8806192049,335.7220800942,696.9408683927,220.7580955754,386.3743997011,116.0078428606,66.9617553127,271.8135143577,40.777260746,82.4336302906,300.1306614519,379.5806707234,323.7503191404,231.3872390638
"7ALPHADEHYDROX-PWY: cholate degradation (bacteria, anaerobic)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4294992521,56.1704633855,2.0246623251,0.0,0.0,0.0
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate),471.6289747162,1478.0224469585,278.4276457743,625.2456669793,3699.267247024,121.713118991,742.4114144629,523.550779328,158.4987951656,65.5272611533,431.9721095089,65.1562619993,195.0801911056,944.0235535764,328.9054054342,524.2306872805,1463.5226757621,672.9557820751,468.4311567957,463.4792264458
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation,2267.8753402991,2617.104671682,1786.4232884472,1744.9490558444,5259.067268901,1891.1034818468,2333.8787501675,2355.7898935773,2245.4728481072,1098.8130904594,1739.1571330592,1247.7774897856,1187.9261056313,1228.5174298131,3339.943396549,2254.0417644774,2872.8920011186,1270.5143367089,1391.3217327023,545.3137735086
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria),492.1681689421,686.0855873205,437.030286292,343.0856394074,3503.5866205257,1296.496288847,656.5147246136,397.610934022,140.5480152316,193.8728115244,393.8753447208,213.7924620203,127.1484444163,102.3555301271,339.618283886,142.3748122273,1210.551081201,869.2374958559,272.2432603248,199.9990547531
PWY-4981: L-proline biosynthesis II (from arginine),511.1107999621,304.1815121338,1187.6264330214,1283.9369257127,1428.8146685415,1260.5175193022,1156.4234344075,715.6005925912,101.2442400352,1191.2928379598,413.0298469417,578.2283648576,1756.5301638194,2894.4839433063,3154.9466075296,102.4480641538,397.2615006633,756.6797188985,1958.9069541925,586.7403715699
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation,2352.1116180803,151.4709341888,942.9443978992,950.359849416,3701.987856233,1404.8622352005,1220.0041459121,1305.9944089402,1086.7416039914,1105.4251348235,1335.4246032241,817.9422105906,1158.8401949794,1170.1008068544,2017.8587744695,0.0,463.1299418397,1297.4319745849,382.0355221781,182.8196690211
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic),468.1390067342,418.5596249132,276.0895840227,216.4308856219,3908.9031458161,1169.8250104749,603.4182144094,703.0033281889,86.1528466348,119.7343954019,249.8288299869,135.8540241841,77.5690623016,62.4212014778,212.4140481105,111.7837770288,1243.104685211,877.5038912967,172.0576115417,142.2907851033
PWY66-398: TCA cycle III (animals),12.4245366795,24.3448688815,78.6015807474,8.6112497535,0.0,17.2043505484,0.0,75.248525165,0.0,9.074200363,43.022966966,0.0,29.3975680189,28.9463276885,31.6185251841,24.6108483106,0.0,0.0,15.5644176429,40.9912751083
PWY0-1338: polymyxin resistance,14.1767745004,8.3279301661,0.0,20.534448441,1365.9305761329,0.0,10.602100956,11.9164974854,1.9475947079,0.0,2.4663111182,0.0,0.0,0.0,2.2139698285,0.0,36.1560635101,73.4410928966,5.4182632368,6.5243955456
PANTO-PWY: phosphopantothenate biosynthesis I,2356.0278005845,2138.9096129237,2067.1248206212,1154.7065759607,3046.8252717987,1979.2683968576,2198.9973514511,2145.0225298503,2126.7337644864,1551.9351694075,2111.6794688248,1098.4328511911,2034.2732207703,1506.8875488231,2321.3894240966,1836.4690573072,2712.5434163739,2500.5330746121,1673.2198983834,463.2065884306
"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation",2327.6498957166,928.2923753643,1992.86237681,1267.3633930706,3569.345669093,2047.0720916931,1222.0673449299,1611.6776046899,1790.8436789974,1730.2776242413,1356.7237884257,935.7157507982,1195.3338882756,1959.6336154607,2590.3072580362,292.9894568724,785.3172361941,1372.459503761,331.8454791628,252.2361777489
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),300.6347647951,80.6817935845,368.6868074649,530.9712853612,2056.4667765168,184.7068011391,25.8840429234,217.0653176003,43.4555638844,43.837046602,190.8165097029,37.3171642437,461.6120937259,799.4072158423,271.9634192604,9.8571437869,150.5972579281,271.781167299,219.3608459131,285.5259866298
PWY-6628: superpathway of L-phenylalanine biosynthesis,410.2208229974,291.4163456164,472.3852454635,342.5546876889,3208.1737219656,59.8214283769,249.342258184,173.3275570787,44.8728178867,0.0,151.3473290061,0.0,209.2614070199,491.2229901477,182.5530526727,94.4212590359,193.7392423024,589.2611779816,216.421402164,58.469846484
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I,2749.7708923062,132.2794194489,1459.4996151825,2305.575988258,2408.5736528748,2121.4938044594,1435.4583743007,1824.4335878341,2137.2601289775,1700.8873318464,2177.1939878118,1118.9969943036,2188.4271480071,2152.2404674121,2424.6255309022,44.2215305891,581.0511618105,1637.0623484805,645.606023006,552.3409543874
UNMAPPED,2989297.3507323726,2629956.623425069,3240450.520719551,3667272.564514885,3031054.018948811,3529654.9642757643,2612206.5963349883,3197114.328160798,3053314.360637011,3662852.289421862,3583931.358064042,2204754.005077424,2346619.1391803417,3650379.6494454527,2207684.4047384486,2325597.221760127,2408362.554115324,2975575.1163164065,2957911.7095247195,2591025.6553868153
PWY-5723: Rubisco shunt,169.6267828573,82.6022578615,133.535839171,148.7768898759,2711.7560135655,0.0,92.2514909976,139.1213175112,0.0,0.0,33.5712586808,0.0,4.725801841,45.3602975583,13.7665845278,2.4437218224,221.8154723876,436.2350011046,34.8828725704,48.2622448365
PWY0-41: allantoin degradation IV (anaerobic),4.2371453837,0.0,0.0,7.0416540967,126.2375179147,0.0,0.0,8.5467875315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1599390644,54.1552727346,7.6332417095,0.0
PWY-6317: galactose degradation I (Leloir pathway),2518.3038668676,1203.1544362626,2131.1054130624,2059.75885766,2794.6419308536,2263.8257600392,816.698689679,1427.2827011186,2410.1224236303,2154.4259997763,1781.6734190712,1044.1460090965,2427.4256772991,2043.6874784589,3625.8765699011,973.6536744861,509.9403132943,1078.6735318902,892.688930046,398.567680471
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing),3962.4679789423,3313.9681724703,4240.7058857689,3217.7256208311,3646.9926911458,3276.6142220334,3616.5823768103,3327.723876872,3585.0699815984,2729.6228816978,2856.095330602,1881.2257257209,6376.7103101265,4752.8765277913,6613.2720194215,2422.9333637651,3213.1585130741,2957.394660765,3859.972713645,1250.4396894284
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates),0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1857497636,0.0,0.0,0.0,0.0,0.0,4.8836932253,0.0,0.0,0.0,5.3095649751,0.0,0.0
P162-PWY: L-glutamate degradation V (via hydroxyglutarate),0.0,0.0,223.8531362087,34.304383415,0.0,0.0,0.0,4.5999268877,0.0,0.0,0.0,0.0,5.4310086064,83.0006088699,88.817744179,35.0451254647,0.0,0.0,9.3268830095,0.0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic),468.1390067342,418.5596249132,276.0895840227,216.4308856219,3908.9031458161,1169.8250104749,603.4182144094,703.0033281889,86.1528466348,119.7343954019,249.8288299869,135.8540241841,77.5690623016,62.4212014778,212.4172203952,111.7837770288,1243.104685211,877.5038912967,172.0576115417,142.2907851033
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I,1210.6633586637,1479.2120818124,1074.3010202514,753.7728029605,2693.8658796262,1821.2860155315,828.4350176444,1137.2686223478,2097.9039873778,1257.6095520204,1618.1696314539,815.6216172189,1914.4454610552,1281.8465177181,2090.4715558744,76.4081947084,1478.3072543079,1170.9101347589,423.0690719654,482.1500659694
ALL-CHORISMATE-PWY: superpathway of chorismate metabolism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.548289244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.3127139978,0.0,0.0
PWY-6891: thiazole biosynthesis II (Bacillus),96.4896674871,53.022855144,78.0366902481,58.3713347407,2129.2414015214,3.5470068524,56.6330157092,73.8353175557,0.0,0.0,11.5541104307,0.0,0.0,26.5276953806,1.9927786572,7.1847304831,193.0663673439,334.2020055813,15.6143719739,55.820933286
PWY-7560: methylerythritol phosphate pathway II,482.3048315983,513.1182389634,1354.0212301514,924.5141176424,2442.7783800593,241.3585693374,322.4906090838,352.2516000353,55.4864156549,57.0780911042,271.9472404077,47.9171268525,675.5756095394,2346.2009330661,356.2735209584,232.7394964207,356.4216637981,1171.9667727036,453.9302552978,639.3091929533
SALVADEHYPOX-PWY: adenosine nucleotides degradation II,213.6864704297,40.9676073813,0.0,243.9539283084,3737.0552485547,461.3880174024,54.8870750447,228.5788042684,6.8208080182,311.5799077122,347.6530760947,214.631368184,561.2197233945,212.0046607087,26.30005261,3.5840450437,164.1042492834,383.2161740542,162.2758426879,135.5060953421
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation,2257.434004181,139.3750204333,935.5586931104,909.7999792154,3263.6202728073,1408.3712093348,1152.8047293845,1315.2282423512,1072.986882496,1149.3370463678,1280.7269882604,825.8080038739,935.0484460306,1169.9648628586,1892.4331353266,0.0,424.8613691824,1261.8788202108,340.1828808854,152.5672164002
PWY-6588: pyruvate fermentation to acetone,109.5348173151,0.0,1.8173768917,117.7262261561,51.7729616591,264.9907113217,0.0,0.0,566.7485774394,229.3304073646,448.1693422259,177.0342278599,545.9963276758,167.6835422264,149.9341562803,0.0,35.7757600412,48.365528584,37.0536954138,115.8207616742
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage,862.1858821182,1650.5164675416,209.8053932937,327.5106406809,547.7229606737,341.4948360231,1419.5196895941,757.8897696654,256.2874905371,187.5860713003,1010.6067384448,458.5959853242,155.5640498967,257.9547506837,374.7671911544,1001.595795961,1294.0265139873,120.8153377281,765.9641318577,230.5501569162
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose),2721.3584962443,2390.5423803322,1999.6346893883,1909.0913352855,3853.9529988261,1817.3398175073,2222.3689083882,2560.0113372173,3795.3662785233,1628.0583216722,2752.2117294407,1604.3611346257,2355.7559422309,2682.4945352962,4440.7194695312,457.5681485935,2364.9096959856,1316.3782395516,1917.941998869,993.1641567792
PWY-6859: all-trans-farnesol biosynthesis,13.5161939455,29.8567653354,0.0,137.0249943182,1442.5431144506,0.0,6.5825846217,13.4065576709,6.3498575578,0.0,18.7649568792,0.0,14.521431616,0.0,9.9368967579,3.5946611884,56.5636687133,104.6324776215,50.811378594,123.1957805839
"PWY-7039: phosphatidate metabolism, as a signaling molecule",5.1852982425,0.0,0.0,0.0,0.0,0.0,3.8017080932,3.1782007243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1698373677,7.9507554263,0.0,8.6162776377
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation),360.5563423319,49.1545343109,226.438275765,421.7757599158,1837.9821539649,69.4941772472,147.4413910756,318.6364997543,10.144755602,33.9417929617,419.5728990345,0.0,28.6806949592,95.2925690272,100.5356251086,82.569330034,269.3757974626,275.0242480878,130.0900042053,277.1254523719
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I,290.6679664219,19.5814087344,1088.6552639386,265.5363209234,1110.1364187398,91.5043480623,119.0221168556,78.0336806084,481.6078403442,142.2231904374,386.388617084,79.3319519482,40.0631418058,186.1811510258,39.9809222126,7.8600252323,164.5998061944,246.7287587992,63.5046036667,94.7899266003
COA-PWY: coenzyme A biosynthesis I,759.0766558704,1160.3635635119,670.9480933622,558.3133090402,2635.2471016718,1803.5429902965,476.9367606762,731.6868912351,2461.631547647,1090.618905997,1321.0413274267,635.3896237375,1927.8635998275,1405.8299922447,2201.9454615418,34.9228344906,991.9451367979,728.1399173516,221.6398725223,492.3700686858
PWY-5484: glycolysis II (from fructose 6-phosphate),448.1917977941,1433.7874943659,271.7673313533,556.1696459204,3414.4680015562,117.8363224208,731.9610281829,514.875002779,157.5455196385,64.4400232075,417.6611475532,64.7150790796,186.9165373008,876.0534596685,323.229933967,523.158904162,1453.5827558395,577.407499944,456.3819650332,440.651554897
TRNA-CHARGING-PWY: tRNA charging,188.8441299413,687.4497050899,674.2855893972,705.0427627295,491.1689341208,373.7095354008,250.9381158956,917.17645056,243.2285326502,457.2664931274,595.4113539198,468.6053484286,959.0611948577,910.5185775685,715.2457513202,213.2811669008,560.4387935552,279.6224545919,392.3117970076,610.0433643577
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate),9.1367818485,0.0,0.0,0.0,0.0,0.0,0.0,10.013240606,0.0,0.0,4.1890189644,0.0,16.4029307553,26.0638764789,17.8050308071,0.0,0.0,24.1645969412,10.6045485447,0.0
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I,625.6817964486,1285.4622566022,155.3762313829,234.5006726079,1814.3736937269,250.0588133345,1156.6022135605,612.7305451481,181.0068318352,138.6951103278,843.8935371468,355.8760160003,113.295004646,184.6366173497,278.369478762,878.2231197241,1163.1001890386,217.1222080229,571.5002285212,169.2905240544
PWY-7209: superpathway of pyrimidine ribonucleosides degradation,108.8063663109,39.6807853908,32.4068773302,183.0713398815,1.7661763135,177.9257792276,10.1049401927,65.5550755384,528.1454824725,92.7226834009,269.0572146034,130.8622787667,916.3551854186,227.5051512517,221.2811818626,0.0,144.1322340208,51.5060601256,201.0085724172,120.4699377167
PWY-5840: superpathway of menaquinol-7 biosynthesis,225.0631682306,274.4288033626,363.7023914946,129.7723148553,1989.3279915314,0.0,133.7811537652,178.5676802881,4.7576308434,0.0,93.121819591,0.0,27.8262547731,195.0549619244,0.0,30.1362094724,278.9719072187,477.2384582119,72.3226405614,63.4046474779
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type",0.0,7.881315467,121.1559030098,130.8521939312,67.0344383163,0.0,69.4352394278,59.7707317305,1.668598841,12.8321201098,0.0,0.0,33.7362273117,149.319279387,86.099803923,6.2208890409,0.0,20.6611694752,68.2436736097,50.047565085
PWY-5898: superpathway of menaquinol-12 biosynthesis,250.3383266734,320.3814901076,339.0454965654,148.8503299392,2076.6043461325,0.0,181.098691608,247.3017558141,4.1736007637,0.0,86.7261480246,0.0,27.5654697108,227.9560428637,146.539898535,56.0288512032,701.4962727375,557.2268491315,91.2087756137,63.6833078578
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis,158.2301495815,580.9553048433,141.0417638347,212.0901730633,1598.1894289987,44.198429355,306.0245060552,212.6824010127,1.1330806704,7.2238008153,49.3729790148,0.0,27.0080023093,30.7696846538,35.1282690924,36.4752214695,462.807148783,248.0331666734,54.6456530186,45.0444547677
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine),6245.6897747181,3904.1164032628,4918.5928031906,4254.9878371273,3409.159656388,3871.0663650532,4127.9009398625,4112.7563684219,4532.6214437639,3666.6902222562,4073.3631580554,2372.9322224482,5083.2620674662,4935.7228014856,5328.8997501032,2447.9293863275,3355.7646761705,3358.9392381114,2733.4414783667,1490.3894678415
PWY-6353: purine nucleotides degradation II (aerobic),273.1189606992,81.7898356364,0.0,344.9370553656,3914.6950823014,624.7083317327,84.6437764958,242.4144316011,14.9001933601,361.652849143,369.1292053018,139.9949139618,715.8869305053,311.9292797154,42.9075942512,7.088831922,259.7030913124,453.4730917737,267.9638247111,124.711664822
DAPLYSINESYN-PWY: L-lysine biosynthesis I,855.4388241919,152.0156840796,1378.08824325,1224.9145795887,2520.8771561879,707.1849874934,1174.9943419774,934.7120463465,1844.5598189191,510.7436027239,702.5659843379,607.9485060361,2741.2947772873,1596.2788248715,2538.8313109699,228.9045549962,1073.6588648487,793.1745099887,1847.8412560969,758.637892221
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic),54.6841446701,13.3222381345,59.4887167384,18.6752154559,46.6863376333,15.0873164679,35.3349572245,33.1168717277,7.3235962803,2.1403527721,28.8183223405,0.0,4.7563178391,9.8616916233,14.103619561,19.893230809,79.2174522188,123.5005639786,18.9868911462,19.8573087647
